Ensembl ID,Symbol,Alias symbol,Total_Support,Is Oncogene,Is Tumor Suppressor Gene,In OnkoKB,PubmedID
ENSG00000168484,SFTPC,,316,,,False,
ENSG00000157765,SLC34A2,NAPI-3B,316,No,No,True,
ENSG00000115310,RTN4,,314,,,False,
ENSG00000115163,CENPA,"CENP-A, CenH3",314,No,No,True,
ENSG00000180198,RCC1,,314,,,False,
ENSG00000168229,PTGDR,,314,,,False,
ENSG00000126861,OMG,,314,,,False,
ENSG00000169783,LINGO1,,314,,,False,
ENSG00000040608,RTN4R,,314,,,False,
ENSG00000179841,AKAP5,,314,,,False,
ENSG00000127329,PTPRB,PTPB,314,No,No,True,
ENSG00000242092,HLA-DMB,,314,,,False,
ENSG00000174842,GLMN,,314,,,False,
ENSG00000182492,BGN,,314,,,False,
ENSG00000163914,RHO,,312,,,False,
ENSG00000135144,DTX1,"RNF140, hDx-1",312,No,Yes,True,
ENSG00000112972,HMGCS1,,312,,,False,
ENSG00000156096,UGT2B4,,310,,,False,
ENSG00000079102,RUNX1T1,"AML1T1, CBFA2T1, ETO, MTG8, ZMYND2",310,Yes,No,True,
ENSG00000171243,SOSTDC1,,310,,,False,
ENSG00000048052,HDAC9,,308,,,False,
ENSG00000160999,SH2B2,,308,,,False,
ENSG00000163882,POLR2H,,306,,,False,
ENSG00000105401,CDC37,,306,,,False,
ENSG00000101654,RNMT,,304,,,False,
ENSG00000137801,THBS1,,304,,,False,
,GUCY1B3,,304,,,False,
ENSG00000176720,BOK,,304,,,False,
ENSG00000126368,NR1D1,,302,,,False,
ENSG00000102981,PARD6A,,302,,,False,
ENSG00000125870,SNRPB2,,302,,,False,
ENSG00000072310,SREBF1,,302,,,False,
ENSG00000011600,TYROBP,,302,,,False,
ENSG00000039319,ZFYVE16,,300,,,False,
ENSG00000173674,EIF1AX,"EIF1A, EIF4C, eIF-1A, eIF-4C",300,No,No,True,
ENSG00000123843,C4BPB,,300,,,False,
ENSG00000130164,LDLR,,300,,,False,
,PDPK2,,300,,,False,
ENSG00000162892,IL24,,298,,,False,
ENSG00000283060,ID3,"HEIR-1, bHLHb25",298,No,Yes,True,
ENSG00000143322,ABL2,ABLL,298,Yes,No,True,
ENSG00000167779,IGFBP6,,296,,,False,
ENSG00000109163,GNRHR,,296,,,False,
ENSG00000130957,FBP2,,294,,,False,
ENSG00000094880,CDC23,,294,,,False,
ENSG00000077235,GTF3C1,,294,,,False,
ENSG00000124491,F13A1,,294,,,False,
ENSG00000141552,ANAPC11,,294,,,False,
ENSG00000164162,ANAPC10,,294,,,False,
ENSG00000168003,SLC3A2,,294,,,False,
ENSG00000153107,ANAPC1,,294,,,False,
ENSG00000140795,MYLK3,,292,,,False,
ENSG00000164742,ADCY1,,292,,,False,
ENSG00000115138,POMC,,292,,,False,
ENSG00000196510,ANAPC7,,292,,,False,
ENSG00000146378,TAAR2,,290,,,False,
ENSG00000089053,ANAPC5,,290,,,False,
ENSG00000135503,ACVR1B,"ACVRLK4, ALK4, ActRIB, SKR2",290,No,Yes,True,
ENSG00000176386,CDC26,,290,,,False,
ENSG00000113749,HRH2,,290,,,False,
ENSG00000130177,CDC16,,290,,,False,
,TAAR3,,290,,,False,
ENSG00000101306,MYLK2,,290,,,False,
ENSG00000146399,TAAR1,,290,,,False,
ENSG00000125482,TTF1,,290,,,False,
ENSG00000133019,CHRM3,,290,,,False,
ENSG00000053900,ANAPC4,,290,,,False,
ENSG00000135569,TAAR5,,290,,,False,
ENSG00000146383,TAAR6,,290,,,False,
ENSG00000167182,SP2,,290,,,False,
ENSG00000146385,TAAR8,,290,,,False,
ENSG00000237110,TAAR9,,290,,,False,
