Ensembl ID,Symbol,Alias symbol,Total_Support,Is Oncogene,Is Tumor Suppressor Gene,In OnkoKB,PubmedID,check
ENSG00000170345,FOS,,-736,,,FALSE,39292359,1
ENSG00000168036,CTNNB1,"CTNNB, armadillo, beta-catenin",-737,Yes,No,TRUE,31511060,
ENSG00000143384,MCL1,"BCL2L3, Mcl-1",-755,Yes,No,TRUE,,
ENSG00000151090,THRB,,-784,,,FALSE,36722273,1
ENSG00000175387,SMAD2,"JV18-1, MADH2, MADR2",-784,No,Yes,TRUE,"36216972,  37378449",
ENSG00000166949,SMAD3,"HsT17436, JV15-2, MADH3",-784,No,Yes,TRUE,"36727462, 34392614",
ENSG00000115904,SOS1,GINGF,-793,Yes,No,TRUE,"36459180, 37042566",
ENSG00000100485,SOS2,,-793,,,FALSE,34205562,0
ENSG00000168610,STAT3,APRF,-795,Yes,No,TRUE,32972405,
ENSG00000168214,RBPJ,,-795,,,FALSE,39725730,1
ENSG00000124232,RBPJL,,-796,,,FALSE,32994998,1
ENSG00000081059,TCF7,,-797,,,FALSE,39985498,1
ENSG00000115415,STAT1,"ISGF-3, STAT91",-797,No,No,TRUE,"25267067, 29702007",
ENSG00000140009,ESR2,,-797,,,FALSE,"38513102, 35719919",1
ENSG00000185591,SP1,,-797,,,FALSE,40254586,1
ENSG00000084676,NCOA1,"F-SRC-1, KAT13A, NCoA-1, RIP160, bHLHe74",-797,No,No,TRUE,"24769444, 26287601",
ENSG00000137693,YAP1,YAP65,-797,Yes,No,TRUE,"40279065, 40274769",
ENSG00000148737,TCF7L2,TCF-4,-797,No,Yes,TRUE,40061138,
ENSG00000152284,TCF7L1,,-797,,,FALSE,38816533,1
ENSG00000091831,ESR1,"ER-alpha, ESR, Era, NR3A1",-798,Yes,No,TRUE,"31318440, 34621045, 37864956",
ENSG00000124151,NCOA3,"ACTR, AIB1, CAGH16, KAT13B, SRC-3, SRC3, TNRC16, TRAM-1, bHLHe42, p/CIP",-798,Yes,No,TRUE,"34251576, 37711895",
ENSG00000186350,RXRA,NR2B1,-798,No,No,TRUE,26494413,
ENSG00000138795,LEF1,"TCF10, TCF1ALPHA, TCF7L3",-798,Yes,No,TRUE,40103614,
ENSG00000173801,JUP,,-798,,,FALSE,39847423,2
ENSG00000177606,JUN,"AP-1, c-Jun",-800,Yes,No,TRUE,"37483616, 16259733, 17979626",
ENSG00000114315,HES1,,-801,,,FALSE,40156410,1
ENSG00000170581,STAT2,STAT113,-801,No,No,TRUE,"40264759, 40033291",
ENSG00000126561,STAT5A,STAT5,-801,Yes,No,TRUE,37196931,
ENSG00000173757,STAT5B,,-801,Yes,No,TRUE,38341429,
ENSG00000114126,TFDP2,,-801,,,FALSE,"39318640, 33773557",1
ENSG00000141646,SMAD4,"DPC4, MADH4",-801,No,Yes,TRUE,"39164192, 35863523",
ENSG00000198176,TFDP1,,-801,,,FALSE,39403723,1
ENSG00000080839,RBL1,,-801,,,FALSE,38672200,1
ENSG00000133740,E2F5,,-801,,,FALSE,39473405,1
ENSG00000100784,RPS6KA5,,-801,,,FALSE,38371530,1
ENSG00000140464,PML,"MYL, RNF71, TRIM19",-802,No,Yes,TRUE,,
ENSG00000163909,HEYL,,-802,,,FALSE,36854682,1
ENSG00000080815,PSEN1,,-802,,,FALSE,39596030,1
ENSG00000164683,HEY1,"CHF-2, CHF2, HERP2, HESR-1, HESR1, HRT-1, bHLHb31",-802,No,No,TRUE,,
ENSG00000103479,RBL2,,-802,,,FALSE,38468443,1
ENSG00000131759,RARA,NR1B1,-802,No,No,TRUE,,
ENSG00000135547,HEY2,,-802,,,FALSE,38066300,1
ENSG00000273529,HES5,,-802,,,FALSE,32055024,0
ENSG00000086102,NFX1,,-802,,,FALSE,38177283,1
ENSG00000205250,E2F4,,-802,,,FALSE,39930267,1
ENSG00000245848,CEBPA,"C/EBP-alpha, CEBP",-804,No,Yes,TRUE,40168999,
ENSG00000025434,NR1H3,,-804,,,FALSE,38557060,0
ENSG00000186951,PPARA,,-804,,,FALSE,"31154022, 36610145",1
ENSG00000197905,TEAD4,,-805,,,FALSE,"40170083, 39934701",1
ENSG00000074219,TEAD2,,-805,,,FALSE,38553612,1
ENSG00000007866,TEAD3,,-805,,,FALSE,38916835,1
ENSG00000166888,STAT6,"D12S1644, IL-4-STAT",-805,Yes,No,TRUE,40230479,
ENSG00000138378,STAT4,,-805,Yes,No,TRUE,"40223063, 40147685",
ENSG00000187079,TEAD1,,-805,,,FALSE,39966375,1
ENSG00000116044,NFE2L2,,-807,Yes,No,TRUE,"29731393, 34440648, 27263465",
ENSG00000126456,IRF3,,-832,,,FALSE,34557022,1
ENSG00000151623,NR3C2,,-836,,,FALSE,"40102085, 39424225",1
ENSG00000142875,PRKACB,,-843,,,FALSE,23833645,1
ENSG00000165059,PRKACG,,-843,,,FALSE,25396269,0
ENSG00000012504,NR1H4,,-844,,,FALSE,33568795,1
ENSG00000100219,XBP1,XBP2,-847,Yes,No,TRUE,40253387,
ENSG00000285048,IRF9,,-848,,,FALSE,39791702,1
ENSG00000126351,THRA,,-851,,,FALSE,34936295,1
ENSG00000111424,VDR,,-851,,,FALSE,30399574,1
ENSG00000169856,ONECUT1,,-852,,,FALSE,"39503069, 39099656",1
ENSG00000145675,PIK3R1,"GRB1, p85-ALPHA",-853,No,Yes,TRUE,26807692,
ENSG00000105647,PIK3R2,P85B,-853,No,Yes,TRUE,38673990,
ENSG00000066336,SPI1,,-853,,,FALSE,39455096,1
ENSG00000171608,PIK3CD,p110D,-853,Yes,No,TRUE,39872539,
ENSG00000051382,PIK3CB,PIK3C1,-853,Yes,No,TRUE,40005777,
ENSG00000117461,PIK3R3,,-854,No,Yes,TRUE,39307915,
ENSG00000121879,PIK3CA,PI3K,-854,Yes,No,TRUE,"33801659, 15023437",
ENSG00000181929,PRKAG1,,-855,,,FALSE,30856283,1
ENSG00000135100,HNF1A,"HNF1, LFB1, MODY3, TCF1",-855,No,Yes,TRUE,,
ENSG00000106617,PRKAG2,,-855,,,FALSE,36790512,1
ENSG00000115592,PRKAG3,,-855,,,FALSE,28018137,0
ENSG00000131791,PRKAB2,,-855,,,FALSE,35880569,1
ENSG00000111725,PRKAB1,,-855,,,FALSE,38233384,0
ENSG00000152495,CAMK4,,-855,,,FALSE,"38566572, 36551592",1
ENSG00000165556,CDX2,CDX3,-856,No,No,TRUE,"40272258, 40214695",
ENSG00000132356,PRKAA1,,-856,,,FALSE,38953310,1
ENSG00000162409,PRKAA2,,-856,,,FALSE,"40091685, 39722125",1
ENSG00000068024,HDAC4,"BDMR, HA6116, HD4, HDAC-4, HDAC-A, HDACA, KIAA0288",-857,Yes,Yes,TRUE,40222483,
ENSG00000018408,WWTR1,DKFZp586I1419,-857,Yes,No,TRUE,,
ENSG00000118689,FOXO3,"AF6q21, FKHRL1, FOXO2, FOXO3A",-858,No,No,TRUE,"38843589, 38354870",
ENSG00000108840,HDAC5,,-858,,,FALSE,"40254718, 39991577",1
ENSG00000100393,EP300,"KAT3B, p300",-859,No,Yes,TRUE,"36951687, 37696842",
ENSG00000104856,RELB,,-859,,,FALSE,39164890,1
ENSG00000140396,NCOA2,"KAT13C, NCoA-2, TIF2, bHLHe75",-859,No,No,TRUE,25295534,
ENSG00000135111,TBX3,"TBX3-ISO, UMS, XHL",-859,No,Yes,TRUE,39779891,
ENSG00000071564,TCF3,"E2A, E47, ITF1, MGC129647, MGC129648, VDIR, bHLHb21",-859,No,Yes,TRUE,40133667,
ENSG00000142515,KLK3,,-859,,,FALSE,40022909,1
ENSG00000150907,FOXO1,"FKH1, FKHR, FOXO1A",-860,No,Yes,TRUE,37981461,
ENSG00000160741,CRTC2,,-860,,,FALSE,29105369,1
ENSG00000196531,NACA,NACA1,-860,No,No,TRUE,39514105,
ENSG00000005339,CREBBP,"KAT3A, RSTS, RTS",-860,No,Yes,TRUE,33431788,
ENSG00000102882,MAPK3,"ERK1, PRKM3, p44erk1, p44mapk",-861,Yes,No,TRUE,33213267,
ENSG00000122691,TWIST1,,-862,,,FALSE,40236182,1
ENSG00000139515,PDX1,,-862,,,FALSE,40123515,0
ENSG00000122859,NEUROG3,,-862,,,FALSE,37609291,
ENSG00000116016,EPAS1,"HIF2A, MOP2, PASD2, bHLHe73",-862,No,No,TRUE,40223054,
ENSG00000125740,FOSB,,-862,,,FALSE,30658436,
ENSG00000288335,TWIST2,,-862,,,FALSE,"40001572, 39335152",
ENSG00000134817,APLNR,"AGTRL1, APJ, APJR, FLJ90771",-862,Yes,Yes,TRUE,,
ENSG00000100030,MAPK1,"ERK2, MAPK2, PRKM1, PRKM2, p41mapk",-862,Yes,No,TRUE,"37817112, 36103025",
ENSG00000128272,ATF4,,-862,,,FALSE,38704915,
ENSG00000148730,EIF4EBP2,,-862,,,FALSE,,
ENSG00000124813,RUNX2,"AML3, CBFA1, CCD, CCD1, PEBP2A1, PEBP2aA1",-863,No,No,TRUE,,
ENSG00000110395,CBL,"CBL2, RNF55, c-Cbl",-863,No,Yes,TRUE,36750253,
ENSG00000204231,RXRB,,-863,,,FALSE,29515775,
ENSG00000096717,SIRT1,,-863,,,FALSE,40260078,
ENSG00000143171,RXRG,,-863,,,FALSE,"31558802, 40155870",
ENSG00000184384,MAML2,"KIAA1819, MAM3",-863,No,No,TRUE,"40168949, 40088351",
ENSG00000196782,MAML3,,-863,,,FALSE,"40228447, 39218714",
ENSG00000112658,SRF,,-863,,,FALSE,40118846,
ENSG00000116478,HDAC1,"GON-10, HD1, KDAC1, RPD3L1",-863,Yes,No,TRUE,"38254102, 37121053",
ENSG00000109906,ZBTB16,"PLZF, ZNF145",-863,No,No,TRUE,38654107,
ENSG00000130522,JUND,,-863,,,FALSE,40093186,
ENSG00000079102,RUNX1T1,"AML1T1, CBFA2T1, ETO, MTG8, ZMYND2",-863,Yes,No,TRUE,39857993,
ENSG00000166484,MAPK7,,-863,,,FALSE,,
ENSG00000158711,ELK4,,-863,Yes,No,TRUE,"39969091, 39305302",
ENSG00000137462,TLR2,,-863,,,FALSE,,
ENSG00000147889,CDKN2A,"ARF, CDKN2, CMM2, INK4, INK4a, MLM, p14, p14ARF, p16, p16INK4a, p19Arf",-863,No,Yes,TRUE,40268552,
ENSG00000137154,RPS6,,-863,,,FALSE,39941730,
ENSG00000157557,ETS2,,-864,,,FALSE,"39401352, 39069579",
ENSG00000115966,ATF2,,-864,,,FALSE,"36200182, 28318081",
ENSG00000136869,TLR4,,-864,,,FALSE,,
ENSG00000109321,AR,"AIS, DHTR, HUMARA, NR3C4, SBMA, SMAX1",-864,Yes,No,TRUE,22245783,
ENSG00000148400,NOTCH1,TAN1,-864,Yes,Yes,TRUE,40242266,
ENSG00000262795,IFNGR2,,-864,,,FALSE,37671945,
ENSG00000171105,INSR,CD220,-864,Yes,No,TRUE,40187002,
ENSG00000027697,IFNGR1,"CD119, IFNGR",-864,No,Yes,TRUE,39395272,
ENSG00000134250,NOTCH2,,-864,Yes,Yes,TRUE,,
ENSG00000132170,PPARG,"NR1C3, PPARG1, PPARG2, PPARgamma",-864,Yes,No,TRUE,37334066,
ENSG00000105327,BBC3,"JFY1, PUMA",-864,No,Yes,TRUE,39726754,
ENSG00000074181,NOTCH3,"CADASIL, CASIL",-864,Yes,Yes,TRUE,"40252157, 40086324",
ENSG00000238196,NOTCH4,INT3,-864,Yes,Yes,TRUE,40002854,
ENSG00000283780,MAML1,,-864,,,FALSE,38170217,
ENSG00000069399,BCL3,"BCL4, D19S37",-864,Yes,No,TRUE,39340898,
ENSG00000247077,PGAM5,,-864,,,FALSE,39841004,
ENSG00000159216,RUNX1,"AML1, AMLCR1, CBFA2, PEBP2A2",-864,No,Yes,TRUE,40254502,
ENSG00000049768,FOXP3,,-865,,,FALSE,"40274705, 40265382",
ENSG00000182759,MAFA,,-865,,,FALSE,39601387,
ENSG00000139318,DUSP6,,-865,,,FALSE,39656988,
ENSG00000165140,FBP1,,-865,,,FALSE,"40100307, 39890899",
ENSG00000120733,KDM3B,,-865,,,FALSE,38402212,
ENSG00000125798,FOXA2,,-865,,,FALSE,40025812,
ENSG00000115548,KDM3A,,-865,,,FALSE,"40074445, 39467631",
ENSG00000137265,IRF4,"LSIRF, MUM1",-865,Yes,No,TRUE,40209842,
ENSG00000089685,BIRC5,,-865,,,FALSE,"40292060, 40285407",
ENSG00000092067,CEBPE,,-865,,,FALSE,37642051,
ENSG00000276459,KIR2DL3,,-865,,,FALSE,37105848,
ENSG00000150991,UBC,,-865,,,FALSE,40246541,
ENSG00000118058,KMT2A,"ALL-1, CXXC7, HRX, HTRX1, MLL, MLL1A, TRX1",-865,No,Yes,TRUE,40186692,
ENSG00000277616,KIR2DL1,,-865,,,FALSE,39857739,
ENSG00000278731,KIR2DL2,,-865,,,FALSE,"39148254, 38052043",
ENSG00000277355,KIR2DL4,,-865,,,FALSE,,
ENSG00000176170,SPHK1,,-865,,,FALSE,"40244468, 40050909",
ENSG00000063176,SPHK2,,-865,,,FALSE,39773902,
ENSG00000168907,PLA2G4F,,-865,,,FALSE,"39051490, 25517499",
ENSG00000065675,PRKCQ,,-865,,,FALSE,,
ENSG00000089250,NOS1,,-865,,,FALSE,38877096,
ENSG00000150782,IL18,,-865,,,FALSE,,
ENSG00000181090,EHMT1,,-865,,,FALSE,39504968,
ENSG00000069812,HES2,,-865,,,FALSE,,
ENSG00000204103,MAFB,KRML,-865,Yes,No,TRUE,39545407,
ENSG00000102524,TNFSF13B,,-865,,,FALSE,,
ENSG00000087470,DNM1L,,-865,,,FALSE,,
ENSG00000172348,RCAN2,,-865,,,FALSE,"37918583, 34794449",
ENSG00000120837,NFYB,,-865,,,FALSE,39349591,
ENSG00000276582,ABCB11,,-865,,,FALSE,,
ENSG00000162992,NEUROD1,,-865,,,FALSE,40114934,
ENSG00000131910,NR0B2,,-865,,,FALSE,38908543,
ENSG00000101096,NFATC2,"NF-ATP, NFAT1, NFATp",-865,No,No,TRUE,30410349,
ENSG00000037280,FLT4,"VEGFR-3, VEGFR3",-865,Yes,No,TRUE,"39994286, 39604002",
ENSG00000127955,GNAI1,,-865,,,FALSE,23691483,
ENSG00000114353,GNAI2,,-865,,,FALSE,30836096,
ENSG00000072736,NFATC3,,-865,,,FALSE,31040921,
ENSG00000065135,GNAI3,,-865,,,FALSE,30836096,
ENSG00000087258,GNAO1,,-865,,,FALSE,37067396,
ENSG00000285485,NFATC4,,-865,,,FALSE,37525259,
ENSG00000001167,NFYA,,-865,,,FALSE,39254227,
ENSG00000125952,MAX,"bHLHd4, bHLHd5, bHLHd6, bHLHd7, bHLHd8",-865,No,Yes,TRUE,40290126,
ENSG00000121594,CD80,,-865,,,FALSE,40216772,
ENSG00000184557,SOCS3,"CIS3, Cish3, SOCS-3, SSI-3",-865,No,Yes,TRUE,40003884,
ENSG00000115607,IL18RAP,,-865,,,FALSE,39265444,
ENSG00000115604,IL18R1,,-865,,,FALSE,,
ENSG00000175130,MARCKSL1,,-865,,,FALSE,38033384,
ENSG00000163581,SLC2A2,,-865,,,FALSE,39496824,
ENSG00000276051,HLA-G,,-865,,,FALSE,"40246934, 40060890",
ENSG00000237508,HLA-F,,-865,,,FALSE,38853827,
ENSG00000206493,HLA-E,,-865,,,FALSE,40066089,
ENSG00000206435,HLA-C,"D6S204, HLA-JY3, PSORS1",-865,No,Yes,TRUE,40017219,
ENSG00000206450,HLA-B,AS,-865,No,Yes,TRUE,40065352,
ENSG00000132256,TRIM5,,-865,,,FALSE,39209141,
ENSG00000276561,IRF7,,-865,,,FALSE,40166014,
ENSG00000163399,ATP1A1,,-865,Yes,Yes,TRUE,39429164,
ENSG00000124827,GCM2,,-865,,,FALSE,,
ENSG00000123975,CKS2,,-865,,,FALSE,"39780088, 39324133",
ENSG00000111276,CDKN1B,"KIP1, P27KIP1",-865,No,Yes,TRUE,40111533,
ENSG00000167941,SOST,,-865,,,FALSE,39924380,
ENSG00000105229,PIAS4,,-865,,,FALSE,38615741,
ENSG00000131788,PIAS3,,-865,,,FALSE,39496070,
ENSG00000078043,PIAS2,,-865,,,FALSE,38023123,
ENSG00000107165,TYRP1,,-865,,,FALSE,39735553,
