Ensembl ID,Symbol,Alias symbol,Total_Support,Is Oncogene,Is Tumor Suppressor Gene,In OnkoKB,PubmedID,check
ENSG00000183023,SLC8A1,,-866,,,FALSE,39385172,
ENSG00000274348,TRPV5,,-866,,,FALSE,"39757673, 35950523",
ENSG00000134954,ETS1,"ETS-1, EWSR2, FLJ10768",-866,Yes,Yes,TRUE,,
ENSG00000135446,CDK4,PSK-J3,-866,Yes,No,TRUE,40282469,
,IL8,,-866,,,FALSE,,
ENSG00000108759,KRT32,,-866,,,FALSE,,
ENSG00000173908,KRT28,,-866,,,FALSE,31580512,
ENSG00000119630,PGF,,-866,,,FALSE,,
ENSG00000186847,KRT14,,-866,,,FALSE,40137118,
ENSG00000163235,TGFA,,-866,,,FALSE,39684311,
ENSG00000105329,TGFB1,,-866,,,FALSE,40256740,
ENSG00000092969,TGFB2,,-866,,,FALSE,39992949,
ENSG00000119699,TGFB3,,-866,,,FALSE,39701195,
ENSG00000117984,CTSD,,-866,,,FALSE,39920524,
ENSG00000147654,EBAG9,,-866,,,FALSE,35482418,
ENSG00000186395,KRT10,,-866,,,FALSE,38938545,
ENSG00000263243,KRT12,,-866,,,FALSE,26899008,
ENSG00000171401,KRT13,,-866,,,FALSE,39103428,
ENSG00000171346,KRT15,,-866,,,FALSE,39402426,
ENSG00000171446,KRT27,,-866,,,FALSE,,
ENSG00000186832,KRT16,,-866,,,FALSE,"39605941, 39002795",
ENSG00000128422,KRT17,,-866,,,FALSE,,
ENSG00000111057,KRT18,,-866,,,FALSE,39729139,
ENSG00000171345,KRT19,,-866,,,FALSE,40214613,
ENSG00000263057,KRT20,,-866,,,FALSE,39681262,
ENSG00000263309,KRT23,,-866,,,FALSE,38099343,
ENSG00000167916,KRT24,,-866,,,FALSE,37092360,
ENSG00000204897,KRT25,,-866,,,FALSE,,
ENSG00000186393,KRT26,,-866,,,FALSE,,
ENSG00000101412,E2F1,,-866,,,FALSE,"40262717, 40221814",
ENSG00000164690,SHH,,-866,,,FALSE,40227413,
ENSG00000087245,MMP2,,-866,,,FALSE,,
ENSG00000102265,TIMP1,,-866,,,FALSE,40244247,
ENSG00000152256,PDK1,,-866,Yes,No,TRUE,40133832,
ENSG00000170525,PFKFB3,,-866,,,FALSE,40082583,
ENSG00000141959,PFKL,,-866,,,FALSE,39152221,
ENSG00000102144,PGK1,,-866,,,FALSE,40087745,
ENSG00000106366,SERPINE1,,-866,,,FALSE,40205166,
ENSG00000117394,SLC2A1,,-866,,,FALSE,,
ENSG00000120156,TEK,"CD202b, TIE-2, TIE2, VMCM, VMCM1",-866,No,No,TRUE,40139500,
ENSG00000091513,TF,,-866,,,FALSE,,
ENSG00000072274,TFRC,"CD71, TFR1, p90",-866,No,No,TRUE,"40246772, 40177883",
ENSG00000112715,VEGFA,"VEGF, VEGF-A, VPF",-866,Yes,No,TRUE,40279002,
ENSG00000164867,NOS3,,-866,,,FALSE,39859471,
ENSG00000134107,BHLHE40,,-866,,,FALSE,"40027748, 39546079",
ENSG00000123095,BHLHE41,,-866,,,FALSE,"38864225, 38533496",
ENSG00000008405,CRY1,,-866,,,FALSE,39961369,
ENSG00000121671,CRY2,,-866,,,FALSE,"40224982, 39944901",
ENSG00000126368,NR1D1,,-866,,,FALSE,"40214471, 39855471",
ENSG00000179094,PER1,"PER, RIGUI",-866,No,No,TRUE,39961369,
ENSG00000132326,PER2,,-866,,,FALSE,40113747,
ENSG00000049246,PER3,,-866,,,FALSE,39402618,
ENSG00000069667,RORA,,-866,,,FALSE,39923055,
ENSG00000175206,NPPA,,-866,,,FALSE,,
ENSG00000007171,NOS2,,-866,,,FALSE,,
ENSG00000143365,RORC,,-866,,,FALSE,,
ENSG00000108515,ENO3,,-866,,,FALSE,38075246,
ENSG00000143437,ARNT,"HIF-1beta, bHLHe2",-866,No,No,TRUE,38806469,
ENSG00000149925,ALDOA,,-866,,,FALSE,40022086,
ENSG00000154188,ANGPT1,,-866,,,FALSE,"39994266, 39733402",
ENSG00000101280,ANGPT4,,-866,,,FALSE,37659993,
ENSG00000171791,BCL2,"Bcl-2, PPP1R50",-866,Yes,No,TRUE,,
ENSG00000124762,CDKN1A,"CAP20, CDKN1, SDI1, WAF1, p21CIP1, p21Cip1/Waf1",-866,No,Yes,TRUE,,
ENSG00000138798,EGF,,-866,,,FALSE,40259053,
ENSG00000074800,ENO1,,-866,,,FALSE,40179440,
ENSG00000111674,ENO2,,-866,,,FALSE,39851500,
ENSG00000188316,ENO4,,-866,,,FALSE,,
ENSG00000111321,LTBR,,-866,,,FALSE,39164890,
ENSG00000130427,EPO,,-866,,,FALSE,40221815,
ENSG00000102755,FLT1,"FLT, VEGFR1",-866,Yes,No,TRUE,40032600,
ENSG00000111640,GAPDH,,-866,,,FALSE,40183410,
ENSG00000156515,HK1,,-866,,,FALSE,40159971,
ENSG00000159399,HK2,,-866,,,FALSE,40250775,
ENSG00000160883,HK3,,-866,,,FALSE,39182703,
ENSG00000156510,HKDC1,,-866,,,FALSE,40110992,
ENSG00000100292,HMOX1,,-866,,,FALSE,40216009,
ENSG00000288299,LDHA,,-866,,,FALSE,40260072,
ENSG00000198963,RORB,,-866,,,FALSE,39043735,
ENSG00000129691,ASH2L,,-866,,,FALSE,"39484624, 37287122",
ENSG00000134193,REG4,,-866,,,FALSE,38827297,
ENSG00000228628,ATF6B,,-866,,,FALSE,35716222,
ENSG00000198576,ARC,,-866,,,FALSE,40283446,
ENSG00000147571,CRH,,-866,,,FALSE,,
ENSG00000122585,NPY,,-866,,,FALSE,40073121,
ENSG00000169429,CXCL8,,-866,,,FALSE,40251892,
ENSG00000132646,PCNA,,-866,,,FALSE,40263783,
ENSG00000169245,CXCL10,,-866,,,FALSE,40268074,
ENSG00000168811,IL12A,,-866,,,FALSE,,
ENSG00000113302,IL12B,,-866,,,FALSE,39921134,
ENSG00000110092,CCND1,"BCL1, D11S287E, PRAD1, U21B31",-866,Yes,No,TRUE,34294689,
ENSG00000102970,CCL17,,-866,,,FALSE,40113544,
ENSG00000176697,BDNF,,-866,,,FALSE,40216692,
ENSG00000102962,CCL22,,-866,,,FALSE,40199608,
ENSG00000110944,IL23A,,-866,,,FALSE,39397736,
ENSG00000064489,BORCS8-MEF2B,,-866,,,FALSE,,
ENSG00000127528,KLF2,LKLF,-866,No,Yes,TRUE,"40224984, 40022160",
ENSG00000137801,THBS1,,-866,,,FALSE,40132389,
ENSG00000100234,TIMP3,,-866,,,FALSE,40019229,
ENSG00000085563,ABCB1,"ABC20, CD243, CLCS, GP170, MDR1, P-gp, PGY1, p-170",-866,Yes,No,TRUE,40272558,
ENSG00000079112,CDH17,,-866,,,FALSE,24465527,
ENSG00000278466,MUC2,,-866,,,FALSE,40183076,
ENSG00000101327,PDYN,,-866,,,FALSE,,
ENSG00000115138,POMC,,-866,,,FALSE,40176906,
ENSG00000147883,CDKN2B,"CDK4I, INK4B, MTS2, P15, TP15, p15INK4b",-866,No,Yes,TRUE,"40240224, 40151900",
ENSG00000285241,PCK2,,-866,,,FALSE,"40182032, 40009793",
ENSG00000123080,CDKN2C,INK4C,-866,No,Yes,TRUE,39183548,
ENSG00000105550,FGF21,,-866,,,FALSE,40054671,
ENSG00000101493,ZNF516,,-866,,,FALSE,"36119845, 28947780",
ENSG00000254647,INS,,-866,,,FALSE,"40268846, 40244011, 40243746",
ENSG00000042832,TG,,-866,,,FALSE,,
ENSG00000110090,CPT1A,,-866,,,FALSE,40099255,
ENSG00000205560,CPT1B,,-866,,,FALSE,,
ENSG00000169169,CPT1C,,-866,,,FALSE,,
ENSG00000124253,PCK1,,-866,,,FALSE,39878101,
ENSG00000142178,SIK1,,-866,,,FALSE,"40223133, 39710233",
ENSG00000120659,TNFSF11,,-866,,,FALSE,,
ENSG00000275993,SIK1B,,-866,,,FALSE,,
ENSG00000179142,CYP11B2,,-866,,,FALSE,39618394,
ENSG00000147465,STAR,,-866,,,FALSE,40283847,
ENSG00000173511,VEGFB,,-866,,,FALSE,39812346,
ENSG00000150630,VEGFC,,-866,,,FALSE,40147376,
ENSG00000165197,VEGFD,,-866,,,FALSE,,
ENSG00000160882,CYP11B1,,-866,,,FALSE,39694426,
ENSG00000148795,CYP17A1,"CPT7, CYP17, P450C17, S17AH",-866,No,No,TRUE,40138050,
ENSG00000144959,NCEH1,,-866,,,FALSE,38062450,
ENSG00000136826,KLF4,"EZF, GKLF",-866,Yes,Yes,TRUE,40251609,
ENSG00000196611,MMP1,,-866,,,FALSE,"40273927, 40226450",
ENSG00000227715,HLA-A,,-866,No,Yes,TRUE,40234527,
ENSG00000185745,IFIT1,,-866,,,FALSE,39748231,
ENSG00000234829,IFNA17,,-866,,,FALSE,32431053,
ENSG00000188379,IFNA2,,-866,,,FALSE,36991327,
ENSG00000137080,IFNA21,,-866,,,FALSE,,
ENSG00000236637,IFNA4,,-866,,,FALSE,,
ENSG00000147873,IFNA5,,-866,,,FALSE,,
ENSG00000120235,IFNA6,,-866,,,FALSE,,
ENSG00000214042,IFNA7,,-866,,,FALSE,30909389,
ENSG00000120242,IFNA8,,-866,,,FALSE,31419016,
ENSG00000184995,IFNE,,-866,,,FALSE,37778961,
ENSG00000147896,IFNK,,-866,,,FALSE,31869529,
ENSG00000177047,IFNW1,,-866,,,FALSE,"38698440, 34003463",
ENSG00000204010,IFIT1B,,-866,,,FALSE,,
ENSG00000086232,EIF2AK1,,-866,,,FALSE,,
ENSG00000164136,IL15,,-866,,,FALSE,,
ENSG00000262156,APOBEC3A,,-866,,,FALSE,40059825,
,APOBEC3A_B,,-866,,,FALSE,,
ENSG00000179750,APOBEC3B,"FLJ21201, PHRBNL",-866,No,No,TRUE,40191862,
ENSG00000244509,APOBEC3C,,-866,,,FALSE,38946641,
ENSG00000243811,APOBEC3D,,-866,,,FALSE,36059808,
ENSG00000128394,APOBEC3F,,-866,,,FALSE,,
ENSG00000239713,APOBEC3G,,-866,,,FALSE,40198850,
ENSG00000100298,APOBEC3H,,-866,,,FALSE,38548018,
ENSG00000130303,BST2,,-866,,,FALSE,,
ENSG00000101347,SAMHD1,"AGS5, HDDC1, MOP-5, Mg11, SBBI88",-866,No,Yes,TRUE,"40244665, 40140468",
ENSG00000147885,IFNA16,,-866,,,FALSE,,
ENSG00000228083,IFNA14,,-866,,,FALSE,25350395,
ENSG00000233816,IFNA13,,-866,,,FALSE,9355966,
ENSG00000186803,IFNA10,,-866,,,FALSE,,
ENSG00000116604,MEF2D,,-866,Yes,No,TRUE,"40083704, 39744125",
ENSG00000141736,ERBB2,"CD340, HER-2, HER2, NGL",-866,Yes,No,TRUE,17471238,
ENSG00000077150,NFKB2,"LYT-10, NF-kB2, p49/p100",-866,No,No,TRUE,36555871,
ENSG00000100644,HIF1A,"HIF-1alpha, HIF1, MOP1, PASD8, bHLHe78",-866,Yes,No,TRUE,"37816999, 30081903",
ENSG00000067057,PFKP,,-866,,,FALSE,39980160,
ENSG00000152556,PFKM,,-866,,,FALSE,"40093327, 39990656",
ENSG00000171314,PGAM1,,-866,,,FALSE,39990664,
ENSG00000164708,PGAM2,,-866,,,FALSE,34321420,
ENSG00000226784,PGAM4,,-866,,,FALSE,,
ENSG00000170608,FOXA3,,-866,,,FALSE,38940052,
ENSG00000101076,HNF4A,,-866,,,FALSE,40181155,
ENSG00000164749,HNF4G,,-866,,,FALSE,37380774,
ENSG00000262785,PKLR,,-866,,,FALSE,"40130200, 39917491",
ENSG00000284774,HSF1,,-866,,,FALSE,40235068,
ENSG00000131203,IDO1,,-866,,,FALSE,"40267722, 40217479",
ENSG00000188676,IDO2,,-866,,,FALSE,38951170,
ENSG00000160712,IL6R,,-866,,,FALSE,40120148,
ENSG00000177666,PNPLA2,,-866,,,FALSE,39051490,
ENSG00000125347,IRF1,MAR,-866,No,Yes,TRUE,40106574,
ENSG00000114013,CD86,,-866,,,FALSE,40271486,
ENSG00000169248,CXCL11,,-866,,,FALSE,40129606,
ENSG00000138755,CXCL9,,-866,,,FALSE,,
ENSG00000197919,IFNA1,,-866,,,FALSE,38745021,
ENSG00000140968,IRF8,"ICSBP, ICSBP1, IRF-8",-866,No,Yes,TRUE,40220963,
ENSG00000055332,EIF2AK2,,-866,,,FALSE,,
ENSG00000213999,MEF2B,RSRFR2,-866,Yes,No,TRUE,"40281485, 39769169",
ENSG00000084207,GSTP1,,-866,,,FALSE,40156399,
ENSG00000244067,GSTA2,,-866,,,FALSE,,
ENSG00000174156,GSTA3,,-866,,,FALSE,36428698,
ENSG00000170899,GSTA4,,-866,,,FALSE,37810110,
ENSG00000182793,GSTA5,,-866,,,FALSE,,
ENSG00000134184,GSTM1,,-866,,,FALSE,"40283113, 40156399",
ENSG00000213366,GSTM2,,-866,,,FALSE,38111060,
ENSG00000134202,GSTM3,,-866,,,FALSE,38833947,
ENSG00000168765,GSTM4,,-866,,,FALSE,38115319,
ENSG00000134201,GSTM5,,-866,,,FALSE,39263148,
ENSG00000148834,GSTO1,,-866,,,FALSE,39548148,
ENSG00000065621,GSTO2,,-866,,,FALSE,"38732205, 37025896",
ENSG00000277656,GSTT1,,-866,,,FALSE,"40283113, 40088717",
ENSG00000172071,EIF2AK3,,-866,,,FALSE,40088436,
ENSG00000277897,GSTT2,,-866,,,FALSE,"39201633, 31201582",
ENSG00000278695,GSTT2B,,-866,,,FALSE,19424424,
ENSG00000008394,MGST1,,-866,,,FALSE,"39850123, 39501138",
ENSG00000085871,MGST2,,-866,,,FALSE,"36505306, 32887289",
ENSG00000143198,MGST3,,-866,,,FALSE,36224025,
ENSG00000163273,NPPC,,-866,,,FALSE,38855175,
ENSG00000181019,NQO1,"DHQU, DIA4, NMOR1, QR1",-866,Yes,No,TRUE,40146790,
ENSG00000104368,PLAT,,-866,,,FALSE,"40209747, 39959207",
ENSG00000284099,SQSTM1,"A170, OSIL, PDB3, p62B",-866,Yes,No,TRUE,,
ENSG00000136810,TXN,,-866,,,FALSE,40092696,
ENSG00000100348,TXN2,,-866,,,FALSE,,
ENSG00000243955,GSTA1,,-866,,,FALSE,"39972314, 39391485",
ENSG00000130707,ASS1,,-866,,,FALSE,39868332,
ENSG00000276392,KIR2DL5A,,-866,,,FALSE,25699652,
ENSG00000281324,LRP6,ADCAD2,-866,Yes,No,TRUE,39873304,
ENSG00000128829,EIF2AK4,,-866,,,FALSE,,
ENSG00000157601,MX1,,-866,,,FALSE,39866877,
ENSG00000089127,OAS1,,-866,,,FALSE,40021042,
ENSG00000111335,OAS2,,-866,,,FALSE,39633486,
ENSG00000111331,OAS3,,-866,,,FALSE,39475651,
ENSG00000134321,RSAD2,,-866,,,FALSE,39577221,
ENSG00000160710,ADAR,,-866,,,FALSE,"40241135, 40141064",
ENSG00000187608,ISG15,,-866,,,FALSE,40208307,
ENSG00000101384,JAG1,,-866,,,FALSE,40082891,
ENSG00000231268,AGER,,-866,,,FALSE,39879317,
ENSG00000117525,F3,,-866,,,FALSE,40230127,
ENSG00000178726,THBD,,-866,,,FALSE,,
ENSG00000137673,MMP7,,-866,,,FALSE,,
ENSG00000026508,CD44,,-866,,,FALSE,40287470,
ENSG00000116815,CD58,LFA3,-866,No,Yes,TRUE,39812166,
ENSG00000138185,ENTPD1,,-866,,,FALSE,40011911,
ENSG00000168032,ENTPD3,,-866,,,FALSE,36324510,
ENSG00000104921,FCER2,,-866,,,FALSE,37828063,
ENSG00000005844,ITGAL,,-866,,,FALSE,39413985,
ENSG00000118503,TNFAIP3,"A20, OTUD7C",-866,No,Yes,TRUE,40073844,
ENSG00000026025,VIM,,-866,,,FALSE,40250696,
ENSG00000242252,BGLAP,,-866,,,FALSE,,
ENSG00000162337,LRP5,"BMND1, EVR1, EVR4, LR3, LRP7, OPPG, OPS, OPTA1, VBCH2",-866,Yes,Yes,TRUE,40050987,
ENSG00000081189,MEF2C,,-866,Yes,Yes,TRUE,"40223104, 40162559",
ENSG00000116809,ZBTB17,,-866,,,FALSE,"39424877, 37370088",
ENSG00000099860,GADD45B,"DKFZP566B133, GADD45BETA, MYD118",-866,No,No,TRUE,39740837,
ENSG00000113916,BCL6,"BCL5, BCL6A, LAZ3, ZBTB27, ZNF51",-866,Yes,No,TRUE,"40279991, 40228447",
ENSG00000138764,CCNG2,,-866,,,FALSE,40135235,
ENSG00000285109,GATA4,,-866,No,Yes,TRUE,39900757,
ENSG00000147082,CCNB3,,-866,Yes,No,TRUE,39188951,
ENSG00000056972,TRAF3IP2,,-866,,,FALSE,38165572,
ENSG00000111087,GLI1,GLI,-866,Yes,No,TRUE,"27862693, 38676428",
ENSG00000157456,CCNB2,,-866,,,FALSE,39911278,
ENSG00000134057,CCNB1,,-866,,,FALSE,40209578,
ENSG00000149311,ATM,"ATA, ATC, ATD, ATDC, TEL1, TELO1",-866,No,Yes,TRUE,40275070,
ENSG00000156804,FBXO32,,-866,,,FALSE,"40018925, 39552461",
ENSG00000125845,BMP2,,-866,,,FALSE,40185978,
ENSG00000125378,BMP4,,-866,,,FALSE,39859358,
ENSG00000145782,ATG12,,-866,,,FALSE,"40066127, 39855832",
ENSG00000112175,BMP5,,-866,,,FALSE,38033847,
ENSG00000153162,BMP6,,-866,,,FALSE,39853686,
ENSG00000130957,FBP2,,-866,,,FALSE,36515277,
ENSG00000101144,BMP7,,-866,,,FALSE,39558215,
ENSG00000129355,CDKN2D,,-866,,,FALSE,36844616,
ENSG00000204060,FOXO6,,-866,,,FALSE,30321450,
ENSG00000184481,FOXO4,"AFX1, MLLT7",-866,No,No,TRUE,"34631691, 33463054",
ENSG00000121858,TNFSF10,,-866,,,FALSE,40172874,
ENSG00000139112,GABARAPL1,,-866,,,FALSE,39308299,
ENSG00000034713,GABARAPL2,,-866,,,FALSE,39481378,
ENSG00000116717,GADD45A,,-866,,,FALSE,39825580,
ENSG00000068305,MEF2A,,-866,,,FALSE,"40196558, 39329212",
ENSG00000130222,GADD45G,,-866,,,FALSE,39206984,
ENSG00000147364,FBXO25,,-866,,,FALSE,27596142,
ENSG00000168685,IL7R,"CD127, IL7RA",-866,Yes,No,TRUE,40107245,
ENSG00000166851,PLK1,,-866,,,FALSE,"40293443, 40278989",
ENSG00000145632,PLK2,SNK,-866,No,No,TRUE,40059116,
ENSG00000173846,PLK3,,-866,,,FALSE,39082977,
ENSG00000142731,PLK4,,-866,,,FALSE,40110897,
ENSG00000166349,RAG1,,-866,,,FALSE,39986271,
ENSG00000175097,RAG2,,-866,,,FALSE,40044379,
ENSG00000170989,S1PR1,,-866,,,FALSE,40137142,
ENSG00000125910,S1PR4,,-866,,,FALSE,37988195,
ENSG00000183682,BMP8A,,-866,,,FALSE,38671425,
ENSG00000116985,BMP8B,,-866,,,FALSE,"39031404, 37564657",
ENSG00000074047,GLI2,,-866,,,FALSE,"32319599, 30409762",
ENSG00000277641,WNT3,,-866,,,FALSE,39944827,
ENSG00000164885,CDK5,,-866,,,FALSE,"40278942, 40111935",
ENSG00000120251,GRIA2,,-866,,,FALSE,36708807,
ENSG00000276799,WNT9B,,-866,,,FALSE,"39934819, 38775886",
ENSG00000143816,WNT9A,,-866,,,FALSE,37373067,
ENSG00000075290,WNT8B,,-866,,,FALSE,34287269,
ENSG00000061492,WNT8A,,-866,,,FALSE,36995086,
ENSG00000188064,WNT7B,,-866,,,FALSE,39396919,
ENSG00000154764,WNT7A,,-866,,,FALSE,38894865,
ENSG00000115596,WNT6,,-866,,,FALSE,39524727,
ENSG00000111186,WNT5B,,-866,,,FALSE,39102216,
ENSG00000114251,WNT5A,,-866,,,FALSE,40204099,
ENSG00000162552,WNT4,,-866,,,FALSE,39726587,
ENSG00000121691,CAT,,-866,,,FALSE,40287746,
ENSG00000154342,WNT3A,,-866,,,FALSE,40099939,
ENSG00000134245,WNT2B,,-866,,,FALSE,39229119,
ENSG00000135925,WNT10A,,-866,,,FALSE,39528827,
ENSG00000106571,GLI3,,-866,,,FALSE,34610962,
ENSG00000164161,HHIP,,-866,,,FALSE,39548148,
ENSG00000185920,PTCH1,"BCNS, NBCCS, PTCH",-866,No,Yes,TRUE,40001885,
ENSG00000173039,RELA,,-866,,,FALSE,36273237,
ENSG00000125084,WNT1,,-866,,,FALSE,"40043819, 39934532",
ENSG00000117425,PTCH2,,-866,,,FALSE,39500672,
ENSG00000169884,WNT10B,,-866,,,FALSE,"39835241, 39120548",
ENSG00000109320,NFKB1,,-866,,,FALSE,"30205516, 26663363",
ENSG00000085741,WNT11,,-866,,,FALSE,38622820,
ENSG00000002745,WNT16,,-866,,,FALSE,38408418,
ENSG00000105989,WNT2,,-866,,,FALSE,39780463,
ENSG00000170296,GABARAP,,-866,,,FALSE,39746759,
ENSG00000171223,JUNB,,-867,,,FALSE,"40215968, 39962504",
ENSG00000050748,MAPK9,,-867,,,FALSE,33392504,
ENSG00000107643,MAPK8,,-867,,,FALSE,"30912203, 31994958",
ENSG00000075426,FOSL2,,-867,,,FALSE,"39964764, 39750047",
ENSG00000112062,MAPK14,,-867,,,FALSE,"35141222, 32243890, 33204153",
ENSG00000156711,MAPK13,,-867,,,FALSE,"39865029, 38272565",
ENSG00000188130,MAPK12,,-867,,,FALSE,38214819,
ENSG00000171855,IFNB1,,-867,,,FALSE,39974928,
ENSG00000172936,MYD88,,-868,Yes,No,TRUE,"31746347, 38785969",
ENSG00000081985,IL12RB2,,-868,,,FALSE,38508299,
ENSG00000109339,MAPK10,,-868,,,FALSE,39395322,
ENSG00000153094,BCL2L11,"BIM, BOD, BimEL, BimL, BimS",-868,No,Yes,TRUE,"40041411, 39819545",
ENSG00000026103,FAS,"APO-1, APT1, CD95, FAS1, TNFRSF6",-868,No,Yes,TRUE,40259961,
ENSG00000135116,HRK,,-868,,,FALSE,39730328,
ENSG00000131196,NFATC1,,-868,,,FALSE,"34597678, 36588811",
ENSG00000278567,CCL3,,-868,,,FALSE,40104710,
ENSG00000277796,CCL3L1,,-868,,,FALSE,37600067,
ENSG00000276085,CCL3L3,,-868,,,FALSE,30506802,
ENSG00000277943,CCL4,,-868,,,FALSE,,
,CCL4L1,,-868,,,FALSE,15028295,
ENSG00000282604,CCL4L2,,-868,,,FALSE,35762356,
ENSG00000107485,GATA3,HDR,-868,Yes,Yes,TRUE,,
ENSG00000111537,IFNG,,-868,,,FALSE,,
ENSG00000096996,IL12RB1,,-868,,,FALSE,,
ENSG00000169194,IL13,,-868,,,FALSE,,
ENSG00000141349,G6PC3,,-868,,,FALSE,"38990489, 38449509",
ENSG00000109471,IL2,"IL-2, TCGF",-868,No,No,TRUE,"40287801, 40282924",
ENSG00000134460,IL2RA,,-868,,,FALSE,39740367,
ENSG00000113520,IL4,,-868,,,FALSE,,
ENSG00000077238,IL4R,,-868,,,FALSE,,
ENSG00000113525,IL5,,-868,,,FALSE,,
ENSG00000073861,TBX21,,-868,,,FALSE,"40269332, 39932765",
ENSG00000078401,EDN1,,-868,,,FALSE,40025550,
ENSG00000164400,CSF2,,-868,,,FALSE,39827644,
ENSG00000163739,CXCL1,,-868,,,FALSE,40235059,
ENSG00000081041,CXCL2,,-868,,,FALSE,"40250692, 40197328",
ENSG00000091879,ANGPT2,,-868,,,FALSE,40069332,
ENSG00000163734,CXCL3,,-868,,,FALSE,39737994,
ENSG00000138685,FGF2,FGFB,-868,Yes,No,TRUE,,
ENSG00000135047,CTSL,,-868,,,FALSE,40095496,
ENSG00000185386,MAPK11,,-868,,,FALSE,"39895059, 39666682",
ENSG00000162692,VCAM1,,-868,,,FALSE,40140843,
ENSG00000112576,CCND3,,-868,Yes,No,TRUE,40059278,
ENSG00000259207,ITGB3,,-868,,,FALSE,"40181316, 39940785",
ENSG00000278373,G6PC2,,-868,,,FALSE,"39742505, 35902682",
,G6PC,,-868,,,FALSE,"40106327, 39426930",
ENSG00000128604,IRF5,,-868,,,FALSE,"40226614, 39816561",
ENSG00000108691,CCL2,,-868,,,FALSE,40271976,
ENSG00000274233,CCL5,,-868,,,FALSE,40269765,
ENSG00000090339,ICAM1,,-868,,,FALSE,,
ENSG00000108064,TFAM,,-868,,,FALSE,40082088,
ENSG00000106459,NRF1,,-868,,,FALSE,"40101890, 40003703",
ENSG00000109424,UCP1,,-868,,,FALSE,40152560,
ENSG00000288174,SLC2A4,,-868,,,FALSE,,
ENSG00000115008,IL1A,,-868,,,FALSE,39869046,
ENSG00000125538,IL1B,,-868,,,FALSE,,
ENSG00000136244,IL6,,-868,,,FALSE,,
ENSG00000007908,SELE,,-868,,,FALSE,39329462,
ENSG00000141510,TP53,"LFS1, p53",-868,No,Yes,TRUE,"35332311, 21331359",
ENSG00000136634,IL10,"CSIF, IL-10, IL10A",-868,No,No,TRUE,,
ENSG00000100311,PDGFB,"SIS, SSV",-868,Yes,No,TRUE,40171620,
ENSG00000112033,PPARD,,-868,,,FALSE,39195246,
ENSG00000126767,ELK1,,-868,,,FALSE,39933635,
ENSG00000136997,MYC,"MYCC, bHLHe39, c-Myc",-868,Yes,No,TRUE,"22464321, 34508258",
ENSG00000117560,FASLG,,-868,,,FALSE,39777457,
ENSG00000197461,PDGFA,,-868,,,FALSE,"40025218, 39718738",
ENSG00000134852,CLOCK,,-868,,,FALSE,40268481,
ENSG00000133794,ARNTL,,-868,,,FALSE,"40118351, 39853686",
ENSG00000102575,ACP5,,-868,,,FALSE,"39143634, 38749090",
ENSG00000004948,CALCR,,-868,,,FALSE,"39910307, 38985127",
ENSG00000143387,CTSK,,-868,,,FALSE,39762166,
ENSG00000175592,FOSL1,,-870,,,FALSE,40206361,
ENSG00000228978,TNF,,-872,,,FALSE,40290979,
ENSG00000109819,PPARGC1A,,-880,,,FALSE,,
