Alpha_Node,Total_Support
MYO19,-170
MYO1A,-170
MYO1B,-170
MYO1C,-170
MYO1D,-170
MYO1E,-170
MYO1F,-170
MYO5A,-122
MYO5B,-170
MYO5C,-170
MYO6,-276
MYO7A,-170
MYO7B,-170
MYO9A,-130
MYO9B,-130
NOLC1,-384
PAK1,-800
PAK2,-716
PAK3,-500
PAK4,-186
PAK6,-342
PAK7,-514
PECAM1,-608
PIK3CA,-510
PIK3R1,-504
PRKCA,-1070
PRKCB,-1184
PRKCG,-1046
PTK2,-660
PTPN7,-1190
PVRL1,-398
RAPSN,-446
SPTAN1,-412
TLN1,-682
TNS1,-328
UTRN,-686
VCL,-614
VEGFA,-466
ZYX,-410
ACTA2,-784
ACTB,-754
ACTC1,-662
ACTG1,-684
ARHA,-830
ARID1A,-642
ARPC1A,138
ARPC1B,538
ARPC2,640
ARPC3,640
ARPC4,636
ARPC5,368
ARPC5L,-122
ATF2,-1120
BAIAP2,-454
CCT1,-104
CCT2,-104
CCT3,-104
CCT4,-104
CCT5,-104
CCT6A,-104
CCT7,-104
CCT8,98
CFL1,-552
CFL2,-256
COL10A1,28
COL11A1,176
COL11A2,180
COL12A1,20
COL13A1,20
COL14A1,22
COL15A1,22
COL16A1,24
COL17A1,24
COL18A1,158
COL19A1,20
COL1A1,-264
COL1A2,-62
COL20A1,24
COL22A1,22
COL27A1,20
COL2A1,106
COL3A1,76
COL4A1,44
COL4A2,46
COL4A3,136
COL4A4,172
COL4A5,136
COL4A6,30
COL5A1,152
COL5A2,152
COL5A3,176
COL6A1,0
COL6A2,156
COL6A3,96
COL7A1,68
COL8A1,14
COL8A2,20
COL9A1,140
COL9A2,134
COL9A3,142
DKFZP666O0110,-740
DKFZP686A1668,252
DKFZP686B18150,88
DKFZP686O13149,90
FLNA,-794
FLNB,-90
FLNC,-88
FN1,-538
GTF2A1,-1134
GTF2B,-518
GTF2E1,-1132
GTF2F1,-856
GTF3A,-1142
HMGB1,-474
IQGAP1,-620
IRF1,-204
IRF2,-600
IRF3,-1344
IRF4,-462
IRF5,-540
IRF6,-600
IRF7,-550
ITGA10,-240
ITGA11,-238
ITGA2,162
ITGA2B,-834
ITGA3,-214
ITGA4,-716
ITGA5,-1014
ITGA6,-934
ITGA7,-242
ITGA8,-378
ITGA9,-220
ITGAD,-126
ITGAE,16
ITGAL,132
ITGAM,-236
ITGAV,-644
ITGAX,166
ITGB2,-996
ITGB3,-1222
ITGB4,-1020
ITGB5,-620
ITGB6,-626
ITGB7,-428
ITGB8,-624
ITGBL1,-154
LAMB4,-980
LIMS1,174
LIMS2,172
MEGF9,-414
MICALL1,160
MRLC3,-152
MSN,248
MYH15,-308
MYL2,-106
MYL5,-150
MYL7,-150
MYL9,-150
MYLC2B,-154
MYLC2PL,-154
MYLPF,-154
NCOA1,-1016
NF1,-640
NR3C1,-1048
NTN4,-414
PARVA,146
PARVB,174
PARVG,22
PCAF,-1052
PFDN1,-490
PFDN2,-472
PFDN4,-490
PFDN5,-490
PFDN6,-490
PFN1,658
PFN2,-280
PFN3,-280
PFN4,-280
PIP5K1C,-774
POLR1D,-930
PRKCD,-950
PRKCE,-1188
PRKCH,-1066
PRKCQ,-1252
PTK2B,-956
SMARCA4,-616
SMARCB1,-644
SMARCC1,-994
SMARCC2,-638
SMARCD1,-636
SMARCE1,-992
TJP1,-672
TJP2,-102
TJP3,-234
TMSB4X,-256
TMSB4Y,-256
TMSL3,-256
VASP,-16
VBP1,-490
VWA2,16
WAS,-144
WASF2,-490
WASF3,-518
WASL,-474
ACTG2,-780
ACTL6A,-242
BAZ1B,-304
CHAF1A,-304
MED1,-358
SNW1,142
SUPT16H,378
TOP2B,-304
TSC2,-1294
VDR,538
CTNND1,-666
LMO7,-464
LPP,-256
MAGI1,-478
MAGI2,-554
MAGI3,-558
PIP4K2A,-532
PIP4K2B,-660
PIP4K2C,-532
PIP5K1A,-658
PIP5K1B,-444
PIP5K3,-658
SDC4,-946
SSX2IP,-464
DES,-178
MYBPC1,-56
MYBPC2,-54
MYBPC3,-54
MYL1,-52
MYL3,-52
MYL4,-52
NEB,-52
TCAP,-52
TMOD1,-52
TNNC1,-204
TNNC2,364
TNNI1,-34
TNNI2,-44
TNNI3,-44
TNNT1,-54
TNNT2,-52
TNNT3,-52
TPM1,-24
TPM2,-24
TPM3,-462
TPM4,-22
TTN,-52
VIM,224
ACTR1A,-968
AKAP9,-974
ALMS1,-882
AZI1,-882
CDC2,-766
CDK5RAP2,-882
CENPJ,-882
CEP110,-882
CEP135,-882
CEP152,-882
CEP164,-882
CEP192,-882
CEP250,-882
CEP27,-882
CEP290,-882
CEP57,-884
CEP63,-884
CEP70,-884
CEP72,-882
CEP76,-882
CEP78,-882
CETN2,-884
CKAP5,-878
CLASP1,-888
CSNK1D,-720
CSNK1E,-350
DCTN1,-814
DCTN2,-848
DCTN3,-846
DYNC1H1,-854
DYNC1I2,-866
DYNLL1,-876
FGFR1OP,-882
HSP90AA1,-1110
MAPRE1,-884
NDE1,-888
NEDD1,-888
NEK2,-798
NLP,-882
ODF2,-882
OFD1,-882
PAFAH1B1,-526
PCM1,-882
PCNT,-882
PLK1,-226
PLK4,-884
PPP2R1A,-982
PRKACA,-1232
PRKAR2B,-1078
SDCCAG8,-882
SFI1,-882
SSNA1,-882
TSGA14,-882
TUBA1A,-808
TUBA4A,-486
TUBB,-988
TUBB2C,-982
TUBB4,-974
TUBG1,-884
TUBG2,-884
TUBGCP2,-886
TUBGCP3,-882
TUBGCP4,-886
TUBGCP5,-888
TUBGCP6,-882
YWHAE,-1170
YWHAG,-1160
ACTR1B,-742
ACTR2,-506
ACTR3,-382
PSMB1,-1188
ACVR1,194
ACVR2A,288
ACVR2B,288
AMH,658
AMHR2,-426
BAMBI,-238
BMP10,414
BMP15,170
BMP2,-326
BMP3,172
BMP4,-506
BMP5,-132
BMP6,-228
BMP7,-42
BMP8A,-232
BMP8B,-230
BMPR2,-92
DKFZP686A06204,170
GDF1,170
GDF10,170
GDF11,170
GDF2,170
GDF3,170
GDF3A,170
GDF5,132
GDF6,132
GDF7,132
GDF9,170
GDNF,-626
INHBA,846
INHBB,-12
INHBC,-10
INHBE,-16
LEFTY1,-20
LEFTY2,-18
MSTN,172
NMA,-62
NODAL,160
SMAD2,-1234
SMAD3,-712
TGFB1,-288
TGFB2,-366
TGFB3,-394
TLL1,174
TLL2,168
ACVR1B,290
DAXX,-792
NLK,-438
SMAD4,-1182
SMURF1,-828
SMURF2,168
SNAI1,-316
TGFBR2,-1086
ACVR1C,276
ACVRL1,124
BMPR1A,-110
BMPR1B,-118
SMAD1,-1014
SMAD5,0
SMAD6,548
SMAD7,-994
SMAD9,0
ZFYVE16,300
ADA,696
LEF1,-816
NFIC,-1002
ADAM10,-604
APP,-808
BACE1,-80
DLL1,14
DLL3,-82
DLL4,-30
DTX1,312
EGF,-776
HBEGF,-480
IL8RA,98
IL8RB,226
JAG1,-30
JAG2,-214
NOTCH1,-1252
NOTCH2,-416
NOTCH3,-390
NOTCH4,-526
PSEN1,-196
ADAM12,-120
BDNF,-464
CSK,-542
ERBB4,-742
FURIN,-260
NRG2,-510
NRG3,-510
NRG4,-476
PKN1,-1002
PKN2,-1266
PKN3,-1050
PRKCI,-1090
PRKCZ,-924
SORT1,64
TNF,-766
TNFRSF1B,-664
TRAF6,-918
ZNF274,42
ADAP1,-334
KIF13B,-334
ADCY1,292
CALM1,-1286
CALML3,-986
CALML5,-1074
CALML6,-1074
CAP1,-654
EDN1,-490
EDNRA,-830
GNAI1,-512
GNAI2,-420
GNAI3,-510
GNAL,-310
GNAO1,-652
GNAS,-672
GNAZ,-670
GNB1,-954
GNGT1,-960
HRAS,-604
PRKACB,-1330
PRKACG,-1312
PRKX,-1194
PRKY,-1194
S1PR1,-360
ADCY10,-172
ADCY2,538
DKFZP586O1922,-236
GNB2,-604
GNB3,-610
GNB4,-606
GNB5,-410
GNG10,-530
GNG12,-704
GNG2,-738
GNG3,-520
GNG4,-530
GNG7,-530
GNG8,-532
GNGT2,-102
ADCY3,-126
CAMK2A,-1256
CAMK2B,-1618
CAMK2D,-1058
CAMK2G,-994
CNGA3,-546
CNGA4,-398
CNGB1,-554
KCNQ1,-92
PRKG1,-904
PRKG2,-466
SLC12A2,78
ADCY4,504
GNG13,-940
ADCY5,-86
ADCY6,502
ADCY7,500
ADCY8,462
ADCY9,-58
ADCYAP1,332
ADCYAP1R1,332
NTRK2,-710
ADD1,-384
ID2,354
ID3,298
ADFP,246
ADH1A,-336
ADH1B,-336
ADH1C,-336
ADH6,566
BCL6,-644
ADH7,378
ADIPOQ,508
ADIPOR1,510
ADIPOR2,362
CAMKK1,458
CAMKK2,458
STK11,480
ADM,526
ADORA1,-436
ADRBK1,-552
ADRBK2,-1154
ARRB1,-832
ARRB2,-974
CLTCL1,-1338
GRK1,-992
GRK4,-634
GRK5,-1144
GRK6,-1262
GRK7,-1006
KCNJ3,-102
KCNJ5,-104
KCNJ6,-96
KCNJ9,-100
ADORA2A,556
ADORA2B,554
ADORA3,-220
ADRA1A,-86
GNA11,-310
GNA14,-70
GNA15,-326
GNAQ,-154
GNG11,-852
GNG5,-858
ADRA1B,270
AGT,-516
CCL11,-1054
CCL4,-1104
CXCL12,-704
NFIX,-706
TGM2,-372
ADRA1D,266
ADRA2A,172
GNAT1,-456
GNAT2,-430
GNAT3,-456
ADRA2B,352
ADRA2C,354
ADRB1,560
ADRB2,478
CFTR,-646
CYTH2,90
MAPK14,-472
PRKAR1A,-1356
PRKAR1B,-1074
PRKAR2A,-980
SLC9A3R1,-44
ADRB3,664
AGTR2,16
C5AR1,422
CCL18,-202
CCL20,218
CCL21,446
CCL26,-202
CCL27,446
CCR1,252
CCR10,422
CCR3,406
CCR4,252
CCR5,144
CCR6,420
CCR7,426
CCR8,418
CHRM2,76
CHRM3,290
CHRM4,58
CHRM5,350
CX3CL1,58
CXCR4,198
CXCR6,424
DRD1,638
DRD2,352
DRD3,352
DRD4,352
DRD5,638
DRD5P1,-222
FPR1,-348
FREQ,-720
GNRHR,296
GNRHR2,616
GPR50,-194
GRM1,-142
GRM2,-232
GRM3,-232
GRM4,-232
GRM5,-154
GRM6,-232
GRM7,-232
GRM8,-232
H4,574
HDAC5,-272
HRH1,600
HRH3,730
HRH4,730
HTR1A,728
HTR1B,728
HTR1D,728
HTR1E,728
HTR1F,728
HTR2A,630
HTR2B,628
HTR2C,540
HTR4,628
HTR4B,592
HTR5A,726
HTR6,626
HTR7,626
LTB4R2,-78
MTNR1A,-192
MTNR1B,-192
OPRD1,334
OPRK1,334
OPRL1,352
OPRM,-218
OPRM1,108
P2RY2,80
PTGER1,-370
SMO,-1198
SNCA,-788
SSTR1,732
SSTR2,712
SSTR3,732
SSTR4,732
SSTR5,732
TBXA2R,-558
AES,-540
AR,-1278
CREBBP,-882
CSNK1A1,-350
CTBP1,-862
CTBP2,-426
FZD1,-750
HDAC2,102
HDAC3,-516
HDAC8,82
HNF1A,-918
LRP6,-870
RANBP3,-492
TCF3,-1190
TCF4,-506
TCF7,-346
TCF7L1,-328
TCF7L2,-748
TLE1,-638
WNT1,-854
AFP,338
AGA,404
AGAP2,-518
EPB41L1,-512
AGER,-286
AGL,-364
GYG1,220
GYG2,-188
AGPS,-336
GNPAT,-336
CHRNB1,60
CHRNG,60
MUSK,-454
AGRP,-654
MC4R,-844
POMC,292
SDC3,-808
AGTR1,366
AP2M1,-412
DNM1,-430
MAP2K1,-1130
MAP2K2,-1222
PLCB1,-1304
PTP4A3,-866
RAF1,-1460
SOS1,-742
TUB,78
ANGPT1,-884
ANGPT4,-90
FGF2,-436
FOXO1,-986
AGXT,604
AHCTF1,-100
APITD1,-100
AURKB,-496
B9D2,-100
BIRC5,42
BUB1,-100
BUB1B,214
BUB3,212
CASC5,-94
CCDC99,-96
CDC20,350
CDCA8,154
CENPA,314
CENPC1,-96
CENPE,-100
CENPF,-98
CENPH,-100
CENPI,-96
CENPK,-98
CENPL,-100
CENPM,-98
CENPN,-98
CENPO,-102
CENPP,-102
CENPQ,-102
CENPT,-102
CLASP2,-98
CLIP1,222
DSN1,-98
ERCC6L,-94
FAM33A,-96
INCENP,140
ITGB3BP,-136
KIF18A,-100
KIF2A,414
KIF2B,-100
KIF2C,-102
KNTC1,-98
MAD1L1,506
MAD2L1,-544
MIS12,-94
MLF1IP,-98
NDC80,-96
NDEL1,154
NSL1,-96
NUDC,-94
NUF2,-98
PMF1,-98
PPP1CC,-710
RANGAP1,-742
RCC2,-98
RPS27,-194
SEC13,-134
SGOL1,-102
SGOL2,-102
SKA1,-102
SPC24,-100
SPC25,-102
TAOK1,-220
ZW10,-96
ZWILCH,-100
ZWINT,-98
AHR,418
AIP,-562
ARNT,-350
AHSG,516
HFE2,68
RGMA,68
RGMB,68
AHSP,-336
HBA1,-336
AICDA,-14
STAT4,-1072
AIFM1,10
BAD,-1036
BAK,280
BAK1,1010
BAX,874
BCL2,-924
BCL2L1,-1090
BCL2L7P1,280
DKFZP686D0345,280
ENDOG,-318
HSPA5,-506
PARP1,512
AIFM2,914
AIRE,148
AKAP13,-522
GNA12,378
LPAR1,-956
LPAR2,-950
LPAR3,-1024
AKAP5,314
AKAP8,-812
H3F3A,-1138
NCAPD2,-998
PPP2R5D,-916
PPYR1,-890
DUSP1,-1060
AKR1B1,-28
BRCA1,-762
AKR1C1,266
POU2F1,-964
AKR1C2,266
AKR1C3,266
AKT1,-780
AKT1S1,388
AKT2,-918
AKT3,-962
APPL1,140
AXIN1,-514
BCL10,-250
CARD11,-250
CASP9,-698
CD19,-796
CDKN1A,-810
CDKN1B,-1122
CDKN2A,-1084
CHUK,-1326
DAB1,-826
DKC1,62
DKFZP434N071,-710
DKFZP686B04100,-1164
DKFZP779K1237,232
DKFZP781A0677,404
EGFR,-786
EIF4EBP1,-314
EP300,-620
ERBB2,-876
ESR1,-682
FADD,-946
FAF1,-822
FAS,-646
FASLG,-688
FGFR1,-918
FGFR2,-812
FGFR3,-570
FGFR4,-574
FOS,-648
FOXA2,-76
FOXO3,-1114
FOXO4,-1358
FRAP1,-1100
FRS2,-1034
FRS3,-954
GAB1,-1080
GAB2,-784
GAB3,-596
GLI2,-452
GRAP,-774
GRB10,-526
GSK3A,-1134
GSK3B,-512
IFNAR2,-706
IFNG,-808
IKBKB,-1060
IKBKG,-1144
IL2,-814
ILK,-804
INS,-1136
INSR,-1020
LST8,418
MALT1,-248
MAP2K4,-740
MAP3K14,-1210
MAP3K5,-640
MAP3K7,-898
MAP3K8,-808
MAPK1,-636
MAPKAP1,430
MAX,-822
MDM2,-954
MDM2 ISOFORM KB9,388
MST1,-34
MST1R,40
MXD1,-236
NCOR2,-900
NKX3-1,402
NOS3,-866
NR2F2,-232
NR4A1,64
NRIP1,-680
PDE3A,-366
PDE3B,-366
PDK1,-792
PDPK1,-1010
PDPK2,300
PEBP1,-1176
PELP1,-1160
PHLPP,440
PIK3C2B,-606
PIK3C2G,-986
PIK3C3,-710
PIK3CB,-990
PIK3CD,-1002
PIK3CG,-998
PIK3R2,-1144
PIK3R3,-972
PIK3R5,-1032
PLCG2,-1186
PPP1CB,330
PPP1R3A,-416
PPP1R3B,390
PPP1R3C,390
PPP1R3D,390
PPP2CA,-630
PPP2CB,-632
PPP2R2A,-622
PPP2R2B,208
PPP2R2C,208
PPP2R3B,-624
PPP2R5A,-62
PPP2R5B,-62
PPP2R5C,-62
PPP2R5E,-62
PRKDC,218
PTEN,-774
PTGES3,34
PTPN1,-994
PTPN11,-1106
PTPN6,-944
RAPTOR,350
RARB,-844
RARG,-1298
RASA1,-898
RASAL2,-640
RBBP4,-234
RBBP7,-248
RBP1,392
RHEB,448
RICTOR,420
RORC,424
RPS6KB1,-1164
RPS6KB2,-226
S1PR3,-876
SAP18,-156
SAP30,-152
SFN,-1342
SIN3A,-240
SIN3B,-244
SLC9A3R2 VARIANT PROTEIN,172
SOS2,-1012
STAT6,-602
STRN,-536
TBC1D4,22
THEM4,436
TRIB3,-154
TSC1,-552
UBE3A,-740
VLDLR,-1102
YWHAB,-1264
YWHAH,-1098
YWHAQ,-716
YWHAZ,-1282
ZNFX1,-236
ALAD,-358
ALAS2,92
CPOX,-358
FECH,-358
HMBS,602
UROD,-358
UROS,626
ALAS1,316
SLC10A1,-412
SLCO1A2,-412
SLCO1B1,-412
SLCO1B3,-412
ALCAM,-334
CD6,-334
ALDH1A1,-334
TLX1,-334
ALDH1A3,914
ALDH3A1,604
ALDH3A2,406
ALDOA,590
ALDOC,266
ALOX15B,-386
ALOX5,492
ALOX5AP,472
CEBPD,-404
CEBPE,328
ALPI,604
ALPL,0
ENPP1,-750
IBSP,-72
TRAF2,-822
TRAF3,-612
ALPP,404
ALS2,-536
RAB5A,-54
AMELX,316
AMELY,316
CHRD,116
NOG,116
AMICA1,-396
CXADR,-330
AMN,-310
CUBN,-264
ANAPC1,294
ANAPC10,294
ANAPC11,294
ANAPC2,290
ANAPC4,290
ANAPC5,290
ANAPC7,292
AURKA,-194
CCNB1,-860
CCNB2,-174
CCNB3,-108
CDC14A,-752
CDC14C,-752
CDC16,290
CDC23,294
CDC26,290
CDC27,140
FZR1,272
MAD2L2,-1054
PSMA1,-952
PSMA2,-952
PSMA3,-938
PSMA4,-954
PSMA5,-952
PSMA6,-960
PSMA7,-956
PSMB10,-956
PSMB2,-924
PSMB3,-958
PSMB4,-926
PSMB5,-914
PSMB6,-920
PSMB7,-958
PSMB8,-926
PSMB9,-1028
PSMC1,-922
PSMC2,-922
PSMC3,-916
PSMC4,-954
PSMC5,-920
PSMC6,-924
PSMD1,-914
PSMD10,-924
PSMD11,-910
PSMD12,-918
PSMD13,-916
PSMD14,-920
PSMD2,-926
PSMD3,-922
PSMD4,-948
PSMD5,-926
PSMD6,-918
PSMD7,-914
PSMD8,-922
PSMD9,-922
PSME1,-958
PSME2,-960
PSME3,-960
PSMF1,-928
PTTG1,568
PTTG2,-750
RPS27A,-1128
UBE2C,326
UBE2D1,174
UBE2E1,54
ANGPT2,-348
BMX,80
DOK1,-640
DOK2,-1048
FES,-548
GRB14,394
GRB7,-48
KRAS,-1088
MAPK8,-966
NCK1,-1028
NRAS,-1088
PLD2,-1014
PTPRB,314
TEK,-808
TNIP2,182
ETS2,-456
ANGPTL3,70
ANGPTL4,626
ANK3,-332
HOXA9,454
ANKRA2,-418
HDAC4,-684
ANKRD1,204
ANKRD6,-684
ANP32A,-636
APEX1,454
GZMA,-824
HMGB2,110
NME2,-814
SET,110
ANPEP,698
ERG,-946
FLI1,-72
MYB,-462
ANTXR1,914
ANTXR2,-322
ANXA1,118
ANXA2,-330
HLF,-362
AOF2,472
AOX1,556
AP1B1,-258
AP1G1,-258
AP1M1,-256
AP1M2,-256
AP1S1,-256
AP1S2,-258
AP1S3,-258
ARF1,-578
B2M,-722
DNAJC6,-440
DNM2,-250
HSPA8,-484
PACS1,-400
SH3GL2,-394
VAMP2,-662
VAMP7,-236
VAMP8,-238
AP2B1,110
AP2S1,110
ATP6V1H,112
BIN1,-382
BIN2,-584
CD4,-588
CD8B,-540
COPA,-608
DNAL4,68
EPN1,-332
EPS15,-334
EPS15L1,-288
HGS,-246
PICALM,-584
SH3KBP1,-332
STAM,-234
STAM2,-234
SYNJ1,-876
SYNJ2,-872
CD28,-622
APAF1,-196
BIK,262
BIRC2,-78
BIRC3,-854
CASP6,-184
CASP7,286
CYC1,-78
CYCS,-184
DIABLO,-132
ILP3,-320
XIAP,-218
APBA1,-178
APBA2,-178
APBA3,-178
APBB1,-474
APH1A,-584
APH1B,-584
BACE2,-434
HTATIP,-460
LDLRAD3,-486
LRP1,-692
LRP10,-486
LRP1B,-486
LRP2,-478
LRP3,-486
LRP4,-486
LRP5,-522
MYST2,466
MYST4,-258
NCSTN,-588
PSENEN,-588
APBB1IP,-86
FGA,-298
FGB,-140
FGG,-244
RAP1A,-1152
RAP1B,-1220
VWF,-956
APBB2,-578
APBB3,-580
APC,46
ARHGEF4,-474
ARR3,-546
AXIN2,382
BTRC,-502
CSNK1A1L,-18
CSNK1G1,-166
CSNK1G2,-166
CSNK1G3,-190
CSNK2A1,-514
CSNK2A2,362
CSNK2B,484
CUL1,-322
DKFZP781B0869,390
DKFZP781N011,-328
DLG4,-748
DVL1,-788
DVL1L1,-818
DVL2,-732
DVL3,-856
FBXW11,-562
FRAT1,-974
FZD2,-870
MACF1,-554
PPP6C,174
SAG,-80
SIAH1,-240
SIAH2,-146
SKP1,-402
TBL1X,-234
TBL1XR1,-234
TBL1Y,-234
APC2,366
APCS,914
CCNO,-634
FEN1,-902
LIG1,732
MBD4,762
MPG,524
MUTYH,-634
NTHL1,762
OGG1,-634
POLB,862
POLD1,584
POLD2,336
POLD3,-484
POLD4,-484
SMUG1,460
TDG,-634
CD44,78
FE65L2,-578
PSEN2,-98
APLN,182
APLNR,182
APLP1,-282
PRNP,354
APOA2,468
APOA4,-348
APOA5,814
APOB,210
APOC2,-488
APOC3,-374
APOE,-538
CETP,722
HSPG2,-78
LCAT,-306
LPL,430
MTTP,-252
P4HB,182
PLTP,872
SAR1B,-386
SCARB1,536
SDC1,-1320
LDLR,300
LDLRAP1,-224
LIPC,64
LPA,-824
OLR1,436
APOBEC3G,260
CUL5,-204
