Alpha_Node,Total_Support
SIX6,-87
RPL18A,-325
CCL7,23
SH3GL3,-493
SIX1,107
SIX3,-129
SNCAIP,37
SIX2,-111
GABARAP,-35
MED31,-521
BIT1,-425
AFP,-569
CCR5,-341
RUTBC1,-13
AGA,-347
IGF2R,-523
AGC1,-99
HAPLN1,-465
FBLN1,-523
FBLN2,-769
TNFAIP6,-727
TNR,-345
AGER,-639
S100A1,-809
S100A12,-29
S100B,149
S100P,81
ELP3,-129
AGRP,-373
MC3R,-323
MC4R,-133
MC5R,-133
GHRL,-663
JAG1,-597
MFNG,-703
MLLT4,-491
NOTCH1,-39
NOTCH2,-551
NOTCH3,-375
AGT,-153
AGTR1,-263
AGTR2,-705
MAS1,-639
MEP1A,-743
PRG2,-339
DNPEP,-213
BDKRB2,-443
JAK2,-239
RAB5A,-75
MTUS1,-17
AGTRL1,-551
APLN,-551
AGXT,-831
NR0B1,-165
SREBF1,-291
COPS2,-609
AHR,-499
ARNT,-263
ARNTL,-725
CCNT1,-503
ESR1,-601
GTF2F2,-279
HSPCA,-371
NEDD8,-629
SP1,-787
TBP,-135
NR2F1,-101
DAP3,-297
NRIP1,-31
NCOA1,-305
AIP,-555
PTGES3,-213
AHSG,-213
DCN,-551
INSR,-487
RRAS2,23
FBXO2,-753
AK1,-137
FHL2,-555
AKT1,-515
BRAF,-405
CHUK,113
MAP3K8,97
FRAP1,-317
GRB10,-233
NR4A1,-133
ILK,-239
IMPDH2,-259
IRAK1,-531
IRS1,-359
KRT10,-103
MAP3K11,-533
MLLT7,-53
MTCP1,-145
PDPK1,-511
PKN2,-271
PRKCQ,-499
PTPN1,-113
RAF1,-561
RPS6KB1,-407
MAP2K4,-443
TSC1,-273
TSC2,-443
TCL1A,-113
TNFSF11,-781
PEA15,-85
MAPK8IP1,-731
TCL1B,-209
GAB2,-85
TCL6,-259
TRIB3,-233
FTS,-369
AKT2,-667
GSK3B,-13
SLC2A4,-371
APPL,-1
ALAS2,-551
SUCLA2,-551
ALB,-571
CRYAA,-695
FCGRT,-505
LRP2,-125
ORM1,-67
PON1,-431
PRG1,-467
RBP4,-567
TCF1,-7
CUBN,-401
LUC7L2,-161
ALCAM,-295
CD6,-501
ABCD1,-515
ABCD2,-515
PEX19,-247
ABCD3,-449
ALDH2,-167
CRMP1,-557
HSPD1,-557
HSPE1,-25
UNC119,-515
C14orf1,-287
FAM45B,-513
IGSF21,-137
ALDOA,-71
ATP6V1E1,-377
GPD2,-697
XRN1,-617
ALDOB,-321
ALDOC,-273
AKR1B1,-293
ALK,-43
JAK3,-465
ZC3HC1,-755
ALOX12,-625
ITGB4,-51
KRT5,-657
LMNA,-125
ALOX5,63
ALOX5AP,-859
COTL1,-859
ALOX12B,-555
ALPP,-711
GPLD1,-273
PIGK,47
F2,-299
FN1,-9
AMFR,-329
UBE2D2,-465
UBE2G2,-595
AMH,-121
AMHR2,-639
EGFR,-679
PCSK5,-573
AMPD1,-459
MYH2,-299
AMPH,-419
DNM1,39
SYN1,-111
VTN,-391
CUTL1,-329
ITGA1,-223
ITGA3,-473
PTK2,-293
MAP4K3,-23
SNX4,-93
SYNJ1,111
RIN3,-461
AMY1A,-765
AKAP8,-125
AMY2A,-551
GP2,-551
ATP6AP1,-193
TNFSF8,-651
PTEN,-245
RNH1,-131
ANGPT1,-709
ANGPT2,-709
TEK,-151
ANK1,-485
L1CAM,-355
RHAG,-567
SLC4A3,-251
SLC4A1,-95
TIAM1,-217
OBSCN,-603
AE2,-171
ANK2,-395
NRCAM,-637
OPRS1,-253
ANK3,117
SMAD3,-899
SCN1B,-833
SLC25A4,-225
BAX,-783
SLC25A5,11
CKMT1B,-643
SLC25A6,-365
FGFR3,-25
KARS,-363
PLSCR1,-553
VIM,-511
STRN4,-323
KRTAP4-12,-637
ANXA1,-371
FPR1,-609
KRT8,55
S100A11,-909
TGM2,-269
ANXA2,123
APOH,-957
CEACAM1,-307
PHB,109
PLAT,-675
PLG,-707
S100A6,-779
S100A10,-221
LYPLA1,-883
PLA1A,-883
ANXA3,3
C2F,-513
UBR1,-437
ANXA4,-551
COL2A1,-477
COL10A1,-509
EIF4G1,-581
FDFT1,-91
ITGB5,-7
KDR,-139
SUPT4H1,-183
EED,-393
ANXA6,-481
CR2,57
CDC73,-169
ANXA7,-469
SRI,169
ANXA11,-51
ENO2,-599
HNRPH3,-137
PDCD6,-211
ANXA13,-691
NEDD4,37
APAF1,-627
BCL2L1,-251
CASP4,-379
CASP8,-417
CASP9,-617
HSPA1A,-93
CYCS,49
AVEN,-27
APOF,-7
APOA2,-495
APBA1,-139
CACNA1B,-471
HTR2C,-109
KCNJ12,-277
PSEN1,-335
STX1A,-265
STXBP1,-103
CASK,-303
CCS,-839
KIF17,-457
LIN7B,-149
CNTNAP3,-643
APBA2,-607
CLSTN1,-89
APBA2BP,-179
APBB1,-453
APLP1,-223
FASLG,-235
TFCP2,-205
HTATIP,-483
APBB2,-209
APLP2,-109
APC,-215
CDC20,-705
CTNNB1,-649
JUP,-643
MAD2L1,-303
PPP2R5A,-31
RP1,-599
SIAH1,-437
AXIN1,-33
AXIN2,-267
DLGAP1,-153
MAPRE1,-315
KIFAP3,-45
ARHGEF4,-19
APCS,-681
C1QA,-689
C4BPA,-825
CALU,-21
CRP,-767
FCGR1A,-707
FCGR2B,-317
FCGR3A,-245
FCGR3B,-117
TG,-563
AIRE,-269
CREBBP,-549
APEH,-259
KIAA0174,-467
UBE1DC1,-519
TMEM62,-531
APEX1,143
DCTN1,-71
FEN1,-103
HIF1A,-21
HMGB2,47
HNRPL,-633
MUTYH,-507
NME1,-757
POLB,-95
SET,-737
TXN,-381
UBE2I,-585
BIRC2,-57
CASP7,-659
GSPT1,-905
LTBR,-17
TRAF1,-59
TRAF2,-843
TRADD,-137
RIPK2,9
HTRA2,-727
BIRC3,89
DIABLO,-871
BIRC4,-269
MAP3K7,-565
TRAF6,-33
MAGED1,-165
MAP3K7IP1,-501
MAP3K7IP2,-487
BIRC4BP,-567
C8orf32,-137
ALS2CR2,-529
Dlc2,-261
COMMD1,-565
BIRC5,-267
CDC2,-327
CDK4,-269
INCENP,-189
CDKN2C,225
DAB1,-437
GSTM4,-315
HLA-DQA1,-123
NACA,23
NP,159
SAT,-355
STX5A,149
TCF21,-397
TK1,-203
ZNF24,-341
TSC22D1,-305
EIF2S2,-35
MPHOSPH6,31
UTP14A,-333
C1orf42,-71
PHF10,-489
PCDHA4,-155
APBB3,-489
ATP5B,-139
SCARB1,-279
CETP,-179
CFHL1,-143
HPR,-1
PCMT1,-263
APOL1,-1
TNFRSF10C,71
TOMM20,-25
RPRC1,-283
APOC1,-135
APOD,-381
C4A,-305
PLTP,-123
APOA4,-591
APOB,-483
BGN,-499
CALR,-373
CANX,-599
LDLR,-663
LIPC,-949
MTP,-341
PPIB,-495
TRA1,-637
PDIA4,-341
SEC61B,-333
APOBEC1,-541
BAG4,-199
CUGBP2,-195
APOBEC2,-383
ACF,-663
DNAJB11,-217
APOC2,-497
LPL,-257
LEPR,-421
GRINL1A,-77
CNTF,-543
MAP2,39
MAPT,-717
NEF3,5
SDC2,-751
VLDLR,-699
LRP8,-743
F12,-249
BLMH,-329
COL1A2,-515
COL4A2,-421
COL4A3,-463
COL4A5,-525
COL4A6,-647
GAPDH,-237
HADH2,-105
HADHB,17
HMOX2,-177
HSPG2,-649
IDE,-137
KNG1,-453
KNS2,-89
NID1,-569
PRSS1,-101
PRSS3,-101
SNCA,-419
TGFB2,-267
NUMB,-523
APPBP1,-455
APBA3,-105
APPBP2,-413
COL25A1,-103
EPOR,-229
IGFBP3,-347
PZP,-187
FAS,-609
BTK,-517
CASP10,-643
DAXX,-87
EEF1A1,-567
LCK,-137
PTPN13,-313
SUMO1,19
RIPK1,63
CASP8AP2,29
HIPK3,-689
FAF1,-193
FAIM2,-215
C1orf103,-657
FBF1,75
TNFSF12-TNFSF13,-681
MLL,-155
MMP7,-149
TNFRSF6B,-437
GRAP2,-263
GRAP,-421
PACSIN2,-543
FNBP1,-393
AQP1,-159
MDFI,-583
TRIP6,-177
DIPA,-507
EFEMP2,-333
KCTD17,-431
AQP3,-271
AQP5,-185
BAG1,-371
CCND1,-629
CASP1,-239
CCNE1,131
CDC25B,-437
COX5B,-177
FOXO1A,-205
FLNA,-175
GTF2F1,-243
GTF2H1,111
HDAC1,-469
FOXA1,-267
JUN,-645
NONO,-515
PPARBP,79
RAC3,-387
RNF4,-301
SRY,-177
STAT3,-503
SVIL,-347
TCF4,-209
TGFB1I1,-191
NR2C1,-505
NR2C2,-387
TSG101,-113
NCOA4,-43
NCOA3,-283
UXT,-257
NR0B2,-231
TRIM24,-193
PIAS2,-467
CRSP2,-323
RNF14,-291
NCOR1,-587
SART3,-341
RANBP9,149
GNB2L1,-371
NCOA2,-423
MYBBP1A,49
CDC37,-499
MYST2,-553
NISCH,-131
C20orf14,-283
RCHY1,57
PELP1,-193
PIAS4,-77
PAK6,-231
NSD1,-147
ABCC6,-113
ARAF,-73
ASS,-259
CSNK2B,-135
EFEMP1,-453
MAP2K1,-445
MAP2K2,-577
RRAS,13
COPS3,-397
TIMM44,-619
PBK,-41
KLHL12,-493
ARCN1,-415
COPA,-499
COPB,-381
COPB2,-511
COPG,-411
COPG2,-269
TRIM23,-585
GEM,-169
SF1,-203
PSCD2,-565
PSCD1,-301
GGA2,-529
ZNF581,-229
ZNF250,-157
MGC11271,-407
FLAD1,-195
LNX,-53
AREG,-51
CCND3,-613
MMP9,-685
CHRM3,-313
EEF1G,-317
MDM4,171
RALA,-493
PIP5K1A,-129
DDEF2,-329
AP3D1,-557
AP4M1,-657
PRKCABP,-579
KDELR1,-547
COPE,-691
GGA3,-521
AP4E1,-599
ARFIP2,-475
ARFIP1,-577
WBP11,-587
ARFGAP1,-691
C4orf14,-387
PLEKHA8,-597
ARF3,-195
KIF23,-77
ARF4,-93
ARF4L,-177
EPRS,-555
DNAJA1,-239
PGAM1,-469
PRKCSH,-479
SNRPN,83
TLE1,-791
NDRG1,-669
MAPK8IP3,-469
ARL6IP,-529
EML4,-727
C20orf30,-527
MGC40499,-647
SEC10L1,-537
PIP5K1C,-145
ARG1,-465
ARG2,-221
NOS1,-299
RHOA,-539
ARHGAP1,-331
ARHGDIB,-451
ARHGDIG,-367
DGKQ,-79
ITPR1,85
KCNA2,-253
KTN1,-295
MCF2,-383
PPP1R12A,-233
OPHN1,-475
PDE6D,-631
RAP1GDS1,-527
ROCK1,-15
RTKN,-73
TRIO,-537
VAV2,103
CNTNAP1,-225
ARHGEF2,-425
PITPNM1,-371
ARHGEF11,-319
CNKSR1,-225
VAV3,95
RABAC1,-581
AKAP13,-99
DAAM1,-213
MCF2L,-583
ARHGEF12,-101
ICMT,-9
DEF6,-335
GMIP,-79
SRGAP1,-585
RHOB,15
RHPN2,-565
RHOC,-457
RND3,-987
UBXD5,-15
RHOG,-329
DOCK1,-323
IQGAP2,-395
BNIP2,-267
CDC42,-315
ARHGAP4,-689
MAP3K1,25
NRAS,-51
ARHGAP5,-315
ITGA5,81
SMURF2,-33
CDKN1B,57
PAK1,-201
RDX,-233
ST3GAL4,-261
NEDD4L,-157
RHOH,-263
VAV1,-671
PSMA2,-233
GDI1,-319
KCNH2,-425
ARL1,3
GOLGA1,-809
GOLGA4,-713
PHOX2A,-269
CREBL1,-795
PRKACA,69
HAND2,-533
ARL2,-207
ARL3,57
RP2,-811
TUBA3,-293
EPAS1,151
PML,-401
SIM1,-531
SIM2,-531
HEY1,85
HEY2,-211
AHRR,-531
CRY1,9
CSNK1E,-111
CLOCK,-5
CAPNS1,-433
CSNK2A1,-409
DVL2,-197
MAP2K7,-409
RNASE6,-241
AP3B1,-439
GNMT,-519
ZNF496,-187
RCOR2,-241
CCR2,-365
CSK,-139
DVL1,-371
FGR,-223
IL8RB,-69
NFKBIA,-77
NSF,-511
PDE4D,-193
PTHLH,-545
PTHR1,-391
RALGDS,-359
TRHR,-205
ZNF297B,-95
AVPR2,-225
MAP3K5,-53
NTS,-275
NTSR1,-609
OXTR,-33
MAPK10,11
SMARCC2,-271
TRH,-63
STC2,-71
MED8,-471
NDUFS7,-113
ARSE,-599
NDN,-23
TNK2,-75
COQ6,-679
ARSF,-857
SNRP70,47
ART1,-23
PDGFB,-551
ARVCF,-565
CDH1,-155
CDH2,-243
CDH15,-27
ERBB2IP,-157
ASAH1,-369
SETDB1,-435
ASCL1,-471
MEF2A,-221
ASCL2,-495
CALM2,-271
CALM3,-303
ASGR1,-519
ASGR2,-225
DHFR,-263
LASS2,-187
ASIP,-615
MC1R,-133
MC2R,-133
ASL,-867
QARS,145
ASNS,-573
ASPH,-193
TRDN,-671
ELN,-193
ASCC2,-303
SERPINC1,35
ATBF1,-43
KIAA0980,-569
FNBP3,-461
ATF1,-335
BACH1,-505
CREB1,-223
CREM,-287
CSNK2A2,-459
GABPA,-63
NFIL3,-491
SPI1,-291
TCF2,-451
EDF1,-287
ATF3,163
ATF4,-399
CEBPG,-707
ATF2,-153
DDIT3,-273
JUNB,-251
JUND,-447
CREB5,-151
ATF7,-379
SNFT,-141
CDCA1,-889
CEBPA,-141
CEBPB,-357
CEBPD,-423
CEBPE,-115
DAPK3,-703
FOS,-297
FOSB,-203
GPS2,89
HLF,-111
MAF,-347
NFE2L1,-125
NFE2L2,-313
POLR2C,-67
TTR,-75
GPR51,-55
BATF,-155
TREX2,-223
LDOC1,-107
HSU79303,45
FLJ20758,-357
ZF,-83
H2AFX,-89
HINT1,-801
PEX5,-821
RAD17,-557
RENT1,-213
TERF1,-485
CHEK2,-365
RERE,-429
ATN1,-307
ATOX1,-633
ATP7A,-219
ATP7B,-269
ATP1A1,-631
EZH2,29
FXYD1,-651
MAPK3,-191
FXYD7,-239
ATP1B1,-237
ATP1B2,-151
NGB,-627
ATP2A1,-533
PLN,69
SLN,-483
IRS2,-89
ATP2A2,35
ATP2B2,-315
DLG2,-269
PDZK11,-439
ATP2B4,-213
DLG3,-517
ATP4B,-269
ATP5A1,-221
ATPAF2,-639
ALDH7A1,-531
RECQL5,-349
PSME3,-661
ATP5C1,-231
CA12,-411
ITIH2,-497
MPP1,-341
NDUFB3,-497
PAWR,-527
DPP3,-241
CCT7,-213
NGEF,-415
CHMP2B,-43
ZNF337,-47
PCQAP,-261
GDPD2,-499
LOC56902,-107
PJA1,-641
ELOF1,-497
ATP5G3,-189
BAT5,-513
ATP6V0C,-161
MARK3,-539
ATP6V1G2,-321
SOS1,-125
ATP6V1H,-421
HBA1,-543
CP,-595
ATR,-379
CHD4,-39
MSH2,-205
TREX1,-363
CLSPN,-527
ATRX,-71
PTPN4,-255
KIAA1128,-597
KIAA1377,-365
KIF1A,-615
AUP1,-513
ITGA2,-811
ITGA2B,-23
ITGAM,-257
ITGAV,-241
RNF11,-369
AVP,-163
AVPR1A,-547
AVPR1B,-283
GRK5,-453
AXL,-51
GAS6,-743
PIK3R2,-69
AZGP1,-385
CD1A,-583
CD1B,-583
CD1D,-251
CD1E,-583
CD8A,-699
HFE,-683
HLA-A,-675
HLA-B,-441
HLA-C,-623
HLA-E,-755
HLA-G,-611
BAT3,-243
LILRB1,-491
BAAT,-449
SLC7A11,-357
MAFG,-253
MAFK,-119
MAFB,-237
BAD,-319
BCL2A1,31
BCL2L2,-569
SFN,-653
MCL1,-453
TEGT,-297
YWHAB,-389
YWHAE,-533
YWHAH,-441
BCL2L10,77
YWHAQ,-413
PIM2,-467
HBEGF,-397
HSPA8,-399
MET,-55
PDGFRB,-199
RARA,-555
ST13,-285
VDR,-283
STUB1,-463
PPP1R15A,-355
BAI1,-185
BAIAP3,-575
BAIAP2,-673
MAGI3,-617
BAI2,-265
SHANK2,-275
SHANK1,-89
LRP2BP,-341
STARD13,-229
BAK1,29
VDAC2,-807
BARD1,-119
BCL3,-93
CSTF1,-613
RBBP8,-735
UBE2D3,-423
UBE2L3,-601
VDAC1,-591
SH3GLB1,51
MOAP1,-233
BBS2,67
BBS4,-127
PCM1,-507
BCAT1,1
BCHE,-479
BCKDHA,-549
BCKDHB,-549
CDK6,-565
CDKN2D,-441
KLF6,39
EP300,-175
IFI27,-445
ORC4L,-305
RBL1,-329
RFC1,-217
TAF1,-253
THRA,-313
CUL3,49
PCAF,-647
RBX1,-99
DMTF1,-77
CCNDBP1,-185
HERC5,-429
MCM10,-35
BID,-487
BIK,-511
BLK,-357
BNIP1,-459
BNIP3,-387
BNIP3L,-215
CDK2,-403
HRAS,-87
KRAS,-607
PIN1,-195
PPP2CA,275
PPP3CA,-219
MAPK1,-169
RHEB,143
SMN1,77
SOD1,-21
TP53BP2,45
BECN1,-235
HRK,-455
PKMYT1,-479
ITM2B,-19
BAG3,-329
BCLAF1,-39
BCL2L11,-291
FKBP8,-449
RTN4,-423
P53AIP1,-19
BCL2L14,-453
SPIN1,-453
BMF,-83
BOK,-881
PSEN2,-467
RTN1,-923
CFLAR,137
ZNFN1A3,-499
BCL2L12,-573
ANTXR1,-301
GTF2A1,-701
GTF2B,-391
NFKB2,-477
RAB9A,-671
COPS5,-117
N4BP2,-435
BCL6,-581
IRF4,113
PPARD,-133
NCOR2,-725
HDAC9,-667
HDAC4,-707
HDAC5,-401
SIN3A,-407
ZBTB7A,-99
HDAC7A,-495
BCOR,-303
BCL9,-259
PYGO1,-251
PYGO2,-513
TNFRSF17,-11
TNFSF13B,-869
HCN2,-549
HCN1,-549
ERCC3,-11
FES,-419
PTPN6,-261
PTPN11,-411
NCK2,-507
BCS1L,-339
DDX24,-409
NOS3,-425
BDNF,-235
NCAM1,-885
NTF3,9
NTF5,-635
NTRK2,-365
BF,-299
C4B,-305
PFC,165
BFSP1,-217
BFSP2,-499
BGLAP,-549
GGCX,-549
COL1A1,-475
MFAP2,-143
SGCA,-15
TNF,-487
CEACAM8,-429
CEACAM6,-429
BICD1,-645
RAB6A,-19
DCTN2,-249
CAPN1,-611
CASP2,-633
PRDM1,-315
TLE2,-133
FCGR2A,-15
PLCG2,-229
UBE3A,175
SH2BP1,-175
BCAS2,-259
BLM,109
MX1,-673
RAD51,-3
RAD51L3,-753
RPA1,-621
TERF2,-519
TOP3A,-771
WRN,-5
SMC1L1,-503
RPL11,-249
RPL29,-107
KBTBD7,-665
BLR1,-413
CXCL13,-365
PCGF4,-291
E2F6,-771
PHC2,-789
RING1,-131
IMMT,-353
BMP1,-315
LAMA3,-57
LAMB3,-391
LAMC2,-219
YLPM1,-633
TWSG1,-537
BMPR1A,23
BMPR1B,-197
BMPR2,-157
MGP,-111
NOG,-171
BMP3,-545
BMP4,-791
BMP8B,73
ZFYVE9,-73
STAP2,-667
BMP5,-709
FST,-25
HOXC8,-395
LIMK1,-411
GDF6,-107
BMX,-339
STAT1,-621
STAT5A,-323
PTPN21,-141
RUFY1,-479
NCBP1,-845
FGFR1,63
CREB3,-369
CD47,-403
TMEM11,-395
STEAP3,-385
DOK5,-169
RINT-1,-565
DST,-129
PRKD2,-327
BPGM,-623
BRCA2,-263
CCNA2,-139
CCNB1,-285
CDS1,-489
CTBP1,-655
CTBP2,-605
DHX9,-539
E2F1,-405
E2F4,-147
ELK1,-341
FANCA,-607
FANCD2,-535
HDAC2,-251
KPNA1,-287
MAP3K3,-509
NFYA,-259
POLR2K,-489
RBBP4,-219
RBBP7,-377
TUBG1,-343
USF2,-609
VCP,-623
BAP1,-489
BRAP,-581
LMO4,-297
CCNA1,-683
NMI,-673
RAD50,-529
COBRA1,-285
ZNF350,-383
BRIP1,-489
MRAS,-209
FANCG,-433
SHFM1,-591
HMG20B,-141
C11orf30,-573
ZFP36L1,-427
MAPK14,-371
PAFAH1B2,-355
BSG,-217
MMP1,-581
SLC16A1,-659
SLC16A3,-659
PDLIM7,-581
BST1,-409
